,"ON and
OFF inputs_x","ON and
OFF inputs_y","ON input
only_x","ON input
only_y"
201,-3.464,-0.24317425382929045,-3.464,-0.01976741251833209
202,-3.462,-0.24344902706076785,-3.462,-0.01974152240352574
203,-3.46,-0.24371903412336948,-3.46,-0.019715535659963868
204,-3.458,-0.24398435924394807,-3.458,-0.019689458789853446
205,-3.456,-0.24424508427136626,-3.456,-0.01966329781985813
206,-3.454,-0.24450128867649673,-3.454,-0.019637058301098232
207,-3.452,-0.24475304955222202,-3.452,-0.01961074530915075
208,-3.45,-0.2450004416134347,-3.45,-0.01958436344404934
209,-3.448,-0.24524353719703726,-3.448,-0.019557916830284332
210,-3.446,-0.24548240626194223,-3.446,-0.019531409116802734
211,-3.444,-0.245717116389072,-3.444,-0.01950484347700821
212,-3.442,-0.24594773278135898,-3.442,-0.01947822260876111
213,-3.44,-0.24617431826374553,-3.44,-0.01945154873437844
214,-3.438,-0.246396933283184,-3.438,-0.019424823600633884
215,-3.436,-0.2466156359086366,-3.436,-0.0193980484787578
216,-3.434,-0.24683048183107567,-3.434,-0.019371224164437206
217,-3.432,-0.24704152436348334,-3.432,-0.0193443509778158
218,-3.43,-0.24724881444085178,-3.43,-0.019317428763493943
219,-3.428,-0.24745240062018317,-3.428,-0.019290456890528676
220,-3.426,-0.24765232908048954,-3.426,-0.0192634342524337
221,-3.424,-0.247848643622793,-3.424,-0.019236359267179388
222,-3.422,-0.24804138567012549,-3.422,-0.019209241388258972
223,-3.42,-0.24823059426752903,-3.42,-0.019182180892277988
224,-3.418,-0.24841630608205556,-3.418,-0.019155203035283307
225,-3.416,-0.24859855540276696,-3.416,-0.0191283096069606
226,-3.414,-0.24877737414073506,-3.414,-0.01910150237764516
227,-3.412,-0.24895279182904173,-3.412,-0.019074783098321932
228,-3.41,-0.24912483562277873,-3.41,-0.01904815350062548
229,-3.408,-0.2492935302990478,-3.408,-0.01902161529684001
230,-3.406,-0.24945889825696063,-3.406,-0.018995170179899355
231,-3.404,-0.2496209595176389,-3.404,-0.01896881982338699
232,-3.402,-0.24977973172421425,-3.402,-0.018942565881536012
233,-3.4,-0.24993523014182822,-3.4,-0.01891640998922917
