,"ON and
OFF inputs_x","ON and
OFF inputs_y","ON input
only_x","ON input
only_y"
734,-2.398,-0.25719603147420445,-2.398,-0.01603341609559336
735,-2.396,-0.25718576679575134,-2.396,-0.016033986453764672
736,-2.394,-0.25717535557122184,-2.394,-0.016034575543200858
737,-2.3920000000000003,-0.25716482131221013,-2.3920000000000003,-0.016035182253867523
738,-2.39,-0.2571541870170152,-2.39,-0.01603580543140294
739,-2.388,-0.2571434751706409,-2.388,-0.01603644387711809
740,-2.386,-0.257132707744796,-2.386,-0.01603709634799662
741,-2.3840000000000003,-0.2571219061978941,-2.3840000000000003,-0.01603776155669486
742,-2.382,-0.25711109147505357,-2.382,-0.01603843817154185
743,-2.38,-0.25710028400809765,-2.38,-0.016039124816539286
744,-2.378,-0.2570895037155545,-2.378,-0.016039820071361566
745,-2.3760000000000003,-0.2570787700026571,-2.3760000000000003,-0.016040522471355765
746,-2.374,-0.25706810176134326,-2.374,-0.016041230507541648
747,-2.372,-0.2570575173702557,-2.372,-0.016041942626611665
748,-2.37,-0.25704703469474177,-2.37,-0.016042657230930943
749,-2.3680000000000003,-0.257036671086854,-2.3680000000000003,-0.016043372678537306
750,-2.366,-0.25702644338534963,-2.366,-0.016044087283141256
751,-2.364,-0.2570163679156906,-2.364,-0.01604479931412598
752,-2.362,-0.2570064604900439,-2.362,-0.01604550699654735
753,-2.3600000000000003,-0.2569967364072812,-2.3600000000000003,-0.016046208511133923
754,-2.358,-0.2569872104529793,-2.358,-0.016046901994286943
755,-2.356,-0.25697789689941947,-2.356,-0.01604758553808034
756,-2.354,-0.25696880950558815,-2.354,-0.016048257190260724
757,-2.3520000000000003,-0.2569599615171764,-2.3520000000000003,-0.016048914954247394
758,-2.35,-0.2569513656665804,-2.35,-0.01604955678913233
759,-2.348,-0.2569430341729008,-2.348,-0.016050180609680203
760,-2.346,-0.2569349787419435,-2.346,-0.016050784286328366
761,-2.3440000000000003,-0.2569272105662189,-2.3440000000000003,-0.01605136564518685
762,-2.342,-0.2569197403249425,-2.342,-0.016051922468038386
763,-2.34,-0.2569125781840346,-2.34,-0.016052452492338377
764,-2.338,-0.25690573379612025,-2.338,-0.016052953411214918
765,-2.3360000000000003,-0.25689921630052936,-2.3360000000000003,-0.016053422873468785
766,-2.334,-0.2568930343232968,-2.334,-0.016053858483573435
767,-2.332,-0.25688719597716225,-2.332,-0.016054257801675027
768,-2.33,-0.25688170886157013,-2.33,-0.016054618343592383
769,-2.3280000000000003,-0.25687658006266983,-2.3280000000000003,-0.016054937580817025
770,-2.326,-0.2568718161533156,-2.326,-0.016055212940513156
771,-2.324,-0.2568674231930665,-2.324,-0.01605544180551766
772,-2.322,-0.25686340672818636,-2.322,-0.016055621514340108
773,-2.3200000000000003,-0.256859771791644,-2.3200000000000003,-0.016055749361162764
774,-2.318,-0.25685652290311295,-2.318,-0.016055822595840565
775,-2.316,-0.25685366406897175,-2.316,-0.01605583842390114
776,-2.314,-0.2568511987823036,-2.314,-0.016055794006544798
777,-2.3120000000000003,-0.2568491300228968,-2.3120000000000003,-0.01605568646064454
778,-2.31,-0.2568474602572442,-2.31,-0.016055512858746047
779,-2.308,-0.2568461914385437,-2.308,-0.016055270229067685
780,-2.306,-0.256845325006698,-2.306,-0.016054955555500502
781,-2.3040000000000003,-0.2568448618883147,-2.3040000000000003,-0.016054565777608245
782,-2.302,-0.2568448024967061,-2.302,-0.016054099743141405
783,-2.3,-0.2568451467318895,-2.3,-0.01605358759109662
784,-2.298,-0.25684589398058705,-2.298,-0.016053042287774974
785,-2.2960000000000003,-0.2568470431162256,-2.2960000000000003,-0.016052466064678958
786,-2.294,-0.256848592498937,-2.294,-0.01605186111349281
787,-2.292,-0.25685053997555785,-2.292,-0.016051229586082513
788,-2.29,-0.2568528828796297,-2.29,-0.016050573594495795
789,-2.2880000000000003,-0.2568556180313989,-2.2880000000000003,-0.016049895210962138
790,-2.286,-0.2568587417378166,-2.286,-0.016049196467892764
791,-2.284,-0.2568622497925388,-2.284,-0.01604847935788064
792,-2.282,-0.25686613747592646,-2.282,-0.016047745833700486
793,-2.2800000000000002,-0.25687039955504537,-2.2800000000000002,-0.016046997808308764
794,-2.278,-0.256875030283666,-2.278,-0.016046237154843684
795,-2.276,-0.25688002340226385,-2.276,-0.0160454657066252
796,-2.274,-0.2568853721380192,-2.274,-0.01604468525715502
797,-2.2720000000000002,-0.25689106920481725,-2.2720000000000002,-0.016043897560116586
798,-2.27,-0.2568971068032479,-2.27,-0.0160431043293751
799,-2.268,-0.25690347662060603,-2.268,-0.016042307238977503
800,-2.266,-0.2569101698308913,-2.266,-0.016041507923152485
801,-2.2640000000000002,-0.25691717709480827,-2.2640000000000002,-0.016040707976310478
802,-2.262,-0.25692448855976635,-2.262,-0.01603990895304367
803,-2.26,-0.2569320938598797,-2.26,-0.016039112368125986
804,-2.258,-0.25693998211596747,-2.258,-0.016038319696513103
805,-2.2560000000000002,-0.25694814193555354,-2.2560000000000002,-0.01603753237334244
806,-2.254,-0.25695656141286677,-2.254,-0.01603675179393317
807,-2.252,-0.25696522812884076,-2.252,-0.016035979313786208
808,-2.25,-0.25697412915111395,-2.25,-0.016035216248584214
809,-2.248,-0.2569832510340297,-2.248,-0.016034463874191596
810,-2.246,-0.2569925798186362,-2.246,-0.016033723426654507
811,-2.2439999999999998,-0.2570021010326865,-2.2439999999999998,-0.016032996102200853
812,-2.242,-0.2570117996906384,-2.242,-0.01603228305724028
813,-2.24,-0.25702166029365475,-2.24,-0.016031585408364184
814,-2.238,-0.25703166682960304,-2.238,-0.0160309042323457
815,-2.2359999999999998,-0.2570418027730557,-2.2359999999999998,-0.016030240566139727
816,-2.234,-0.25705205108529006,-2.234,-0.01602959540688289
817,-2.232,-0.25706239421428817,-2.232,-0.01602896971189357
818,-2.23,-0.2570728140947371,-2.23,-0.0160283643986719
819,-2.2279999999999998,-0.25708329214802855,-2.2279999999999998,-0.01602778034489975
820,-2.226,-0.25709380928225933,-2.226,-0.016027218388440744
821,-2.224,-0.2571043458922309,-2.224,-0.016026679327340247
822,-2.222,-0.25711488185944964,-2.222,-0.01602616391982537
823,-2.2199999999999998,-0.25712539655212674,-2.2199999999999998,-0.01602567288430498
824,-2.218,-0.2571358688251783,-2.218,-0.01602520689936968
825,-2.216,-0.2571462770202253,-2.216,-0.01602476660379182
826,-2.214,-0.25715659896559345,-2.214,-0.016024352596525508
827,-2.2119999999999997,-0.2571668119763133,-2.2119999999999997,-0.016023965436706585
828,-2.21,-0.2571768928541205,-2.21,-0.01602360564365265
829,-2.208,-0.2571868178874552,-2.208,-0.016023273696863034
830,-2.206,-0.25719656285146264,-2.206,-0.016022970036018828
831,-2.2039999999999997,-0.25720610300799285,-2.2039999999999997,-0.016022695060982865
832,-2.202,-0.2572154131056007,-2.202,-0.016022449131799725
833,-2.2,-0.2572244673795459,-2.2,-0.016022232568695734
834,-2.1980000000000004,-0.25723323955179295,-2.1980000000000004,-0.016022045652078962
835,-2.196,-0.2572417028310114,-2.196,-0.016021888622539233
836,-2.194,-0.25724982991257533,-2.194,-0.01602176168084811
837,-2.192,-0.25725759297856404,-2.192,-0.016021664987958904
838,-2.1900000000000004,-0.2572649636977614,-2.1900000000000004,-0.016021598665006676
839,-2.188,-0.25727191322565623,-2.188,-0.01602156279330823
840,-2.186,-0.25727841220444225,-2.186,-0.01602155741436212
841,-2.184,-0.2572844307630179,-2.184,-0.016021582529848644
842,-2.1820000000000004,-0.2572899385169865,-2.1820000000000004,-0.016021638101629848
843,-2.18,-0.2572949045686564,-2.18,-0.016021724051749522
844,-2.178,-0.25729929750704056,-2.178,-0.016021840262433206
845,-2.176,-0.25730308540785696,-2.176,-0.016021986576088183
846,-2.1740000000000004,-0.2573062358335283,-2.1740000000000004,-0.016022162795303486
847,-2.172,-0.2573087158331822,-2.172,-0.016022368682849893
848,-2.17,-0.2573104919426511,-2.17,-0.01602260396167993
849,-2.168,-0.25731153018447234,-2.168,-0.016022868314927864
850,-2.1660000000000004,-0.2573117960678881,-2.1660000000000004,-0.01602316138590972
851,-2.164,-0.25731125458884535,-2.164,-0.016023482778123252
852,-2.162,-0.25730987022999596,-2.162,-0.016023832055247978
853,-2.16,-0.2573076069606966,-2.16,-0.016024208741145157
854,-2.1580000000000004,-0.25730442823700883,-2.1580000000000004,-0.01602461231985779
855,-2.156,-0.2573002970016991,-2.156,-0.016025042235610628
856,-2.154,-0.25729517568423865,-2.154,-0.01602549789281017
857,-2.152,-0.257289030094448,-2.152,-0.01602597865604466
858,-2.1500000000000004,-0.2572821492379277,-2.1500000000000004,-0.01602648385008408
859,-2.148,-0.25727475393724697,-2.148,-0.01602701275988018
860,-2.146,-0.2572668759082616,-2.146,-0.016027564630566433
861,-2.144,-0.2572585463339126,-2.144,-0.01602813866745808
862,-2.1420000000000003,-0.25724979586422664,-2.1420000000000003,-0.016028734036052084
863,-2.14,-0.2572406546163156,-2.14,-0.01602934986202718
864,-2.138,-0.25723115217437703,-2.138,-0.01602998523124383
865,-2.136,-0.2572213175896938,-2.136,-0.016030639189744258
866,-2.1340000000000003,-0.25721117938063415,-2.1340000000000003,-0.016031310743752417
867,-2.132,-0.25720076553265186,-2.132,-0.01603199885967403
868,-2.13,-0.2571901034982861,-2.13,-0.01603270246409654
869,-2.128,-0.25717922019716155,-2.128,-0.016033420443789154
870,-2.1260000000000003,-0.2571681420159882,-2.1260000000000003,-0.016034151645702825
871,-2.124,-0.2571568948085616,-2.124,-0.016034894876970244
872,-2.122,-0.2571455038957627,-2.122,-0.016035648904905858
873,-2.12,-0.25713399406555776,-2.12,-0.016036412457005853
874,-2.1180000000000003,-0.25712238957299866,-2.1180000000000003,-0.016037184220948165
875,-2.116,-0.25711071414022263,-2.116,-0.016037962844592475
876,-2.114,-0.2570989909564524,-2.114,-0.016038746935980217
877,-2.112,-0.25708724267799604,-2.112,-0.016039535063334557
878,-2.1100000000000003,-0.2570754914282471,-2.1100000000000003,-0.016040325755060425
879,-2.108,-0.25706375879768456,-2.108,-0.01604111749974449
880,-2.106,-0.25705206584387286,-2.106,-0.01604190874615516
881,-2.104,-0.25704043309146185,-2.104,-0.0160426979032426
882,-2.1020000000000003,-0.25702888053218687,-2.1020000000000003,-0.01604348334013872
883,-2.1,-0.2570174276248686,-2.1,-0.016044263386157172
884,-2.098,-0.2570060932954133,-2.098,-0.016045036330793357
885,-2.096,-0.25699489593681246,-2.096,-0.016045800423724426
886,-2.0940000000000003,-0.2569838534091432,-2.0940000000000003,-0.016046553874809272
887,-2.092,-0.256972983039568,-2.092,-0.016047294854088536
888,-2.09,-0.2569623016223348,-2.09,-0.016048021491784605
889,-2.088,-0.2569518254187769,-2.088,-0.016048731878301616
890,-2.0860000000000003,-0.25694157015731317,-2.0860000000000003,-0.016049424064225444
891,-2.084,-0.2569315510334477,-2.084,-0.016050096060323718
892,-2.082,-0.25692178270977034,-2.082,-0.01605074583754582
893,-2.08,-0.25691227931595606,-2.08,-0.01605137132702286
894,-2.0780000000000003,-0.25690305444876543,-2.0780000000000003,-0.016051970420067705
895,-2.076,-0.25689412117204447,-2.076,-0.016052540968174978
896,-2.074,-0.25688549201672456,-2.074,-0.01605308078302103
897,-2.072,-0.2568771789808226,-2.072,-0.016053587636463976
898,-2.0700000000000003,-0.2568691935294407,-2.0700000000000003,-0.016054059260543662
899,-2.068,-0.25686154659476684,-2.068,-0.016054493347481692
900,-2.066,-0.256854248576074,-2.066,-0.016054887549681412
901,-2.064,-0.25684730933972083,-2.064,-0.016055239479727913
902,-2.0620000000000003,-0.2568407382191514,-2.0620000000000003,-0.016055546710388034
903,-2.06,-0.2568345440148951,-2.06,-0.016055806774610364
904,-2.058,-0.25682873499456693,-2.058,-0.016056017165525235
905,-2.056,-0.25682331889286714,-2.056,-0.016056175336444725
906,-2.0540000000000003,-0.2568183029115816,-2.0540000000000003,-0.016056278700862663
907,-2.052,-0.25681369371958146,-2.052,-0.01605632463245462
908,-2.05,-0.25680949745282344,-2.05,-0.01605631046507791
909,-2.048,-0.25680571971434957,-2.048,-0.016056233492771608
910,-2.0460000000000003,-0.25680236557428743,-2.0460000000000003,-0.01605609096975652
911,-2.044,-0.2567994395698499,-2.044,-0.016055880110435204
912,-2.042,-0.25679694570533546,-2.042,-0.01605559808939197
913,-2.04,-0.2567948874521279,-2.04,-0.01605524204139287
914,-2.0380000000000003,-0.2567932677486966,-2.0380000000000003,-0.016054809061385695
915,-2.036,-0.25679208900059614,-2.036,-0.016054313724372844
916,-2.034,-0.2567913530804667,-2.034,-0.016053821997058466
917,-2.032,-0.2567910613280339,-2.032,-0.016053340480079
918,-2.0300000000000002,-0.2567912145501087,-2.0300000000000002,-0.016052869116469477
919,-2.028,-0.2567918130205877,-2.028,-0.016052407845489385
920,-2.026,-0.25679285648045264,-2.026,-0.01605195660262268
921,-2.024,-0.2567943441377709,-2.024,-0.016051515319577776
922,-2.0220000000000002,-0.2567962746676953,-2.0220000000000002,-0.016051083924287536
923,-2.02,-0.25679864621246395,-2.02,-0.016050662340909298
924,-2.018,-0.2568014563814006,-2.018,-0.016050250489824846
925,-2.016,-0.25680470225091423,-2.016,-0.016049848287640434
926,-2.0140000000000002,-0.25680838036449943,-2.0140000000000002,-0.016049455647186774
927,-2.012,-0.2568124867327361,-2.012,-0.01604907247751903
928,-2.01,-0.25681701683328967,-2.01,-0.016048698683916833
929,-2.008,-0.2568219656109109,-2.008,-0.016048334167884273
930,-2.0060000000000002,-0.2568273274774362,-2.0060000000000002,-0.016047978827149898
931,-2.004,-0.2568330963117871,-2.004,-0.016047632555666717
932,-2.002,-0.25683926545997077,-2.002,-0.016047295243612193
933,-2.0,-0.25684582773507986,-2.0,-0.01604696677738826
934,-1.998,-0.2568527754172923,-1.998,-0.016046647039621303
935,-1.996,-0.25686010025387157,-1.996,-0.016046335909162168
936,-1.994,-0.25686779345916655,-1.994,-0.01604603326108616
937,-1.992,-0.2568758457146116,-1.992,-0.01604573896669305
938,-1.99,-0.25688424716872643,-1.99,-0.016045452893507058
939,-1.988,-0.2568929874371162,-1.988,-0.016045174905276873
940,-1.986,-0.2569020556024716,-1.986,-0.016044904861975642
941,-1.984,-0.2569114402145687,-1.984,-0.016044642619800965
942,-1.982,-0.25692112929026895,-1.982,-0.016044388031174913
943,-1.98,-0.2569311103135193,-1.98,-0.016044140944744004
944,-1.978,-0.2569413702353522,-1.978,-0.016043901205379223
945,-1.976,-0.2569518954738853,-1.976,-0.01604366865417602
946,-1.974,-0.25696267191432204,-1.974,-0.01604344312845429
947,-1.972,-0.256973684908951,-1.972,-0.016043224461758404
948,-1.97,-0.25698491927714634,-1.97,-0.01604301248385718
949,-1.968,-0.2569963593053676,-1.968,-0.016042807020743895
950,-1.966,-0.2570079887471598,-1.966,-0.016042607894636303
951,-1.964,-0.25701979082315335,-1.964,-0.016042414923976598
952,-1.962,-0.25703174822106406,-1.962,-0.016042227923431445
953,-1.96,-0.2570438430956934,-1.96,-0.016042046703891963
954,-1.958,-0.2570560570689279,-1.958,-0.016041871072473735
955,-1.956,-0.25706837122973997,-1.956,-0.016041700832516798
956,-1.954,-0.25708076613418707,-1.954,-0.016041535783585654
957,-1.952,-0.2570932218054123,-1.952,-0.016041375721469263
958,-1.95,-0.2571057177336441,-1.95,-0.016041220438181042
959,-1.948,-0.25711823287619645,-1.948,-0.016041069721958876
960,-1.9460000000000002,-0.25713074565746874,-1.9460000000000002,-0.0160409233572651
961,-1.9440000000000002,-0.25714323396894573,-1.9440000000000002,-0.016040781124786515
962,-1.9420000000000002,-0.2571556751691977,-1.9420000000000002,-0.016040642801434378
963,-1.9400000000000002,-0.2571680460838802,-1.9400000000000002,-0.016040508160344403
964,-1.9380000000000002,-0.2571803230057345,-1.9380000000000002,-0.016040376970876773
965,-1.9360000000000002,-0.2571924816945871,-1.9360000000000002,-0.016040248998616127
966,-1.9340000000000002,-0.2572044973773499,-1.9340000000000002,-0.016040124005371553
967,-1.9320000000000002,-0.25721634474802035,-1.9320000000000002,-0.016040001749176618
968,-1.9300000000000002,-0.2572279979676814,-1.9300000000000002,-0.016039881984289333
969,-1.9280000000000002,-0.2572394306645013,-1.9280000000000002,-0.016039764461192173
970,-1.9260000000000002,-0.2572506159337337,-1.9260000000000002,-0.016039648926592077
971,-1.9240000000000002,-0.25726152633771787,-1.9240000000000002,-0.016039535123420438
972,-1.9220000000000002,-0.2572721339058784,-1.9220000000000002,-0.016039422790833115
973,-1.9200000000000002,-0.25728241013472525,-1.9200000000000002,-0.016039311664210416
974,-1.9180000000000001,-0.257292325987854,-1.9180000000000001,-0.01603920147515712
975,-1.9160000000000001,-0.2573018518959455,-1.9160000000000001,-0.016039091951502465
976,-1.9140000000000001,-0.2573109577567661,-1.9140000000000001,-0.016038982817300138
977,-1.9120000000000001,-0.25731961293516764,-1.9120000000000001,-0.01603887379334772
978,-1.9100000000000001,-0.2573277862630873,-1.9100000000000001,-0.016038766135706282
979,-1.9080000000000001,-0.2573354460395478,-1.9080000000000001,-0.016038661136309213
980,-1.9060000000000001,-0.2573425600306571,-1.9060000000000001,-0.016038558729744214
981,-1.9040000000000001,-0.2573490954696089,-1.9040000000000001,-0.01603845885205268
982,-1.9020000000000001,-0.25735501905668207,-1.9020000000000001,-0.0160383614407297
983,-1.9000000000000001,-0.25736029695924106,-1.9000000000000001,-0.016038266434724044
984,-1.8980000000000001,-0.2573648948117357,-1.8980000000000001,-0.016038173774438187
985,-1.8960000000000001,-0.25736877771570127,-1.8960000000000001,-0.016038083401728277
986,-1.8940000000000001,-0.2573719102397585,-1.8940000000000001,-0.01603799525990417
987,-1.8920000000000001,-0.2573742564196135,-1.8920000000000001,-0.016037909293697254
988,-1.8900000000000001,-0.2573757797580579,-1.8900000000000001,-0.016037825449250795
989,-1.8880000000000001,-0.2573764432249688,-1.8880000000000001,-0.016037743674381332
990,-1.8860000000000001,-0.25737620925730853,-1.8860000000000001,-0.016037663918109044
991,-1.8840000000000001,-0.25737503975912507,-1.8840000000000001,-0.016037586130598885
992,-1.8820000000000001,-0.2573728961015518,-1.8820000000000001,-0.016037510263160564
993,-1.8800000000000001,-0.25736973912280736,-1.8800000000000001,-0.016037436268248575
994,-1.8780000000000001,-0.25736552912819605,-1.8780000000000001,-0.016037364099462166
995,-1.8760000000000001,-0.25736022589010754,-1.8760000000000001,-0.01603729371154537
996,-1.874,-0.2573537886480169,-1.874,-0.016037225060386975
997,-1.872,-0.2573462103641529,-1.872,-0.016037158103103893
998,-1.87,-0.25733840242109046,-1.87,-0.016037092797926183
999,-1.868,-0.257330782690414,-1.868,-0.01603702910401008
1000,-1.866,-0.25732334663310724,-1.866,-0.016036966981523917
1001,-1.8639999999999999,-0.25731352177731687,-1.8639999999999999,-0.016035418106191728
1002,-1.862,-0.25761607345375825,-1.862,-0.016105165386810345
1003,-1.8599999999999999,-0.26241731487191533,-1.8599999999999999,-0.01783152417686564
1004,-1.858,-0.2893158603436941,-1.858,-0.028002225262592474
1005,-1.8559999999999999,-0.3581583206410666,-1.8559999999999999,-0.05512637441894255
1006,-1.854,-0.4755820808075695,-1.854,-0.10142306669205421
1007,-1.8519999999999999,-0.640845598228583,-1.8519999999999999,-0.16640209108511447
1008,-1.85,-0.8517032253200023,-1.85,-0.24915371664770372
1009,-1.8479999999999999,-1.1055995332930257,-1.8479999999999999,-0.34872421233525563
1010,-1.846,-1.3999245888349803,-1.846,-0.46414846470058635
1011,-1.8439999999999999,-1.7320774550584757,-1.8439999999999999,-0.5945066003739785
1012,-1.842,-2.0994706760230555,-1.842,-0.7389190107747676
1013,-1.8399999999999999,-2.499522311215562,-1.8399999999999999,-0.8965354465010934
1014,-1.838,-2.9295736850914142,-1.838,-1.0665350394310416
1015,-1.8359999999999999,-3.387308346405941,-1.8359999999999999,-1.2481263027229226
1016,-1.834,-3.8705025877340766,-1.834,-1.4405471308149724
1017,-1.8319999999999999,-4.376907157400804,-1.8319999999999999,-1.6430647994256713
1018,-1.83,-4.904247259480295,-1.83,-1.854975965553405
1019,-1.8279999999999998,-5.450222553796811,-1.8279999999999998,-2.0769221316451394
1020,-1.826,-6.012507155923766,-1.826,-2.3095791485052475
1021,-1.8239999999999998,-6.5887496371846925,-1.8239999999999998,-2.5493973520373525
1022,-1.822,-7.173719335360236,-1.822,-2.7924814698885143
1023,-1.8199999999999998,-7.75073528780815,-1.8199999999999998,-3.0347106060548548
1024,-1.818,-8.309144849286389,-1.818,-3.2717382408811293
1025,-1.8160000000000003,-8.841236555655213,-1.8160000000000003,-3.498992231061104
1026,-1.814,-9.34151387947979,-1.814,-3.711674809637384
1027,-1.8120000000000003,-9.80669523002987,-1.8120000000000003,-3.906667857384456
1028,-1.81,-10.235713953280564,-1.81,-4.087813077407077
1029,-1.8080000000000003,-10.629718331911501,-1.8080000000000003,-4.25604229260243
1030,-1.806,-10.992070844839143,-1.806,-4.4118697715840955
1031,-1.8040000000000003,-11.326487048646293,-1.8040000000000003,-4.555797976645747
1032,-1.802,-11.634328563974826,-1.802,-4.688317563761429
1033,-1.8000000000000003,-11.916905061831603,-1.8000000000000003,-4.809907382585304
1034,-1.798,-12.175472700613659,-1.798,-4.921036357654272
1035,-1.7960000000000003,-12.411234126107697,-1.7960000000000003,-5.022287187378111
1036,-1.794,-12.62533847149055,-1.794,-5.114124019040823
1037,-1.7920000000000003,-12.818881357328765,-1.7920000000000003,-5.196902963694092
1038,-1.79,-12.992904891578977,-1.79,-5.270973720725743
1039,-1.7880000000000003,-13.148397669587569,-1.7880000000000003,-5.336679577859586
1040,-1.786,-13.286305711335721,-1.786,-5.394357411155556
1041,-1.7840000000000003,-13.407936583722027,-1.7840000000000003,-5.444337685009589
1042,-1.782,-13.514204715771449,-1.782,-5.486944452153729
1043,-1.7800000000000002,-13.605735055634234,-1.7800000000000002,-5.52249535365604
1044,-1.778,-13.683141118610848,-1.778,-5.551301618920676
1045,-1.7760000000000002,-13.747024987151812,-1.7760000000000002,-5.573668065687826
1046,-1.774,-13.797977310857842,-1.774,-5.589893100033758
1047,-1.7720000000000002,-13.836577306479729,-1.7720000000000002,-5.600268716370783
1048,-1.77,-13.863392757918435,-1.77,-5.6050804974472825
1049,-1.7680000000000002,-13.878980016225025,-1.7680000000000002,-5.60460761434769
1050,-1.766,-13.883883999600709,-1.766,-5.5991228264925
1051,-1.7640000000000002,-13.87863819339682,-1.7640000000000002,-5.588892481638271
1052,-1.762,-13.863764650114826,-1.762,-5.574176515877612
1053,-1.7600000000000002,-13.839773989406323,-1.7600000000000002,-5.5552284536392005
1054,-1.758,-13.80716539807303,-1.758,-5.532295407687762
1055,-1.7560000000000002,-13.766426630066814,-1.7560000000000002,-5.505618079124098
1056,-1.754,-13.718034006489642,-1.754,-5.475430757385045
1057,-1.7520000000000002,-13.662452415593652,-1.7520000000000002,-5.441961320243525
1058,-1.75,-13.600135312781063,-1.75,-5.405431233808495
1059,-1.7480000000000002,-13.531524720604281,-1.7480000000000002,-5.366055552524997
1060,-1.746,-13.45705122876578,-1.746,-5.324042919174099
1061,-1.7440000000000002,-13.377133994118227,-1.7440000000000002,-5.279527859669496
1062,-1.742,-13.292180740664351,-1.742,-5.232556282322995
1063,-1.7400000000000002,-13.202587759557087,-1.7400000000000002,-5.183279841722371
1064,-1.738,-13.10873990909942,-1.738,-5.13184828586174
1065,-1.7360000000000002,-13.011010614744544,-1.7360000000000002,-5.078406409724122
1066,-1.734,-12.909761869095705,-1.734,-5.023094055281348
1067,-1.7320000000000002,-12.80534423190636,-1.7320000000000002,-4.966046111494154
1068,-1.73,-12.69787992074501,-1.73,-4.907392514312086
1069,-1.7280000000000002,-12.587246032891631,-1.7280000000000002,-4.847258246673601
1070,-1.726,-12.473651568628755,-1.726,-4.785763338505957
1071,-1.7240000000000002,-12.357306667809405,-1.7240000000000002,-4.723022866725328
1072,-1.722,-12.238414973421209,-1.722,-4.659146975603439
1073,-1.7200000000000002,-12.117173631586605,-1.7200000000000002,-4.594241135686508
1074,-1.718,-11.993773291562631,-1.718,-4.528403582444477
1075,-1.7160000000000002,-11.868398105741143,-1.7160000000000002,-4.461728069590049
1076,-1.714,-11.741225729648594,-1.714,-4.394305054974473
1077,-1.7120000000000002,-11.612427321946258,-1.7120000000000002,-4.326221700587659
1078,-1.71,-11.482167544429998,-1.71,-4.257561872558063
1079,-1.7080000000000002,-11.350604562030503,-1.7080000000000002,-4.188406141152804
1080,-1.706,-11.217890042813051,-1.706,-4.118831780777541
1081,-1.7040000000000002,-11.08416915797775,-1.7040000000000002,-4.048912769976605
1082,-1.702,-10.949580581859285,-1.702,-3.9787197914328623
1083,-1.7000000000000002,-10.814256491927182,-1.7000000000000002,-3.9083202319678483
1084,-1.698,-10.677506372453202,-1.698,-3.8373557358901933
1085,-1.6960000000000002,-10.537529798396811,-1.6960000000000002,-3.7647602117627956
1086,-1.694,-10.403162339875268,-1.694,-3.694721702843064
1087,-1.6920000000000002,-10.285726897198053,-1.6920000000000002,-3.632957394728345
1088,-1.69,-10.197628635083442,-1.69,-3.5860500807833358
1089,-1.6880000000000002,-10.151702050391124,-1.6880000000000002,-3.560142592995251
1090,-1.686,-10.147850255852797,-1.686,-3.5536281653272646
1091,-1.6840000000000002,-10.182266089217604,-1.6840000000000002,-3.565175481756198
1092,-1.682,-10.253019775411728,-1.682,-3.593889697536388
1093,-1.6800000000000002,-10.358067005392444,-1.6800000000000002,-3.6388507048974743
1094,-1.678,-10.495234007662992,-1.678,-3.699144475433726
1095,-1.6760000000000002,-10.662334593383008,-1.6760000000000002,-3.7739276988411032
1096,-1.674,-10.857498665744039,-1.674,-3.862382824879152
1097,-1.6720000000000002,-11.078888090854472,-1.6720000000000002,-3.9637198107534664
1098,-1.67,-11.324659477541488,-1.67,-4.0771761766370975
1099,-1.6680000000000001,-11.592964177350687,-1.6680000000000001,-4.202017005670377
1100,-1.666,-11.881948284546507,-1.666,-4.33753494396111
1101,-1.6640000000000001,-12.189752636111757,-1.6640000000000001,-4.483050200584366
1102,-1.662,-12.51451281174813,-1.662,-4.638404051612845
1103,-1.6600000000000001,-12.854359133875649,-1.6600000000000001,-4.805531562575164
1104,-1.658,-13.207416667633254,-1.658,-4.981692563781435
1105,-1.6560000000000001,-13.569730118629742,-1.6560000000000001,-5.1631177550283445
1106,-1.654,-13.927683610324475,-1.654,-5.345861276661009
1107,-1.6520000000000001,-14.27145948985972,-1.6520000000000001,-5.525800709572653
1108,-1.65,-14.593769595197385,-1.65,-5.698637075204935
1109,-1.6480000000000001,-14.889280933711092,-1.6480000000000001,-5.859894835547628
1110,-1.646,-15.154615682186737,-1.646,-6.004921893138923
1111,-1.6440000000000001,-15.388351186821968,-1.6440000000000001,-6.133511357931173
1112,-1.642,-15.591019963226659,-1.642,-6.249542481747312
1113,-1.6400000000000001,-15.765109696422492,-1.6400000000000001,-6.353561633297057
1114,-1.638,-15.915063240843324,-1.638,-6.4460953577616245
1115,-1.6360000000000001,-16.04727862033486,-1.6360000000000001,-6.527654958427336
1116,-1.634,-16.165918952522123,-1.634,-6.598736496685775
1117,-1.6320000000000001,-16.265947967535503,-1.6320000000000001,-6.659820792033645
1118,-1.63,-16.348006569124244,-1.63,-6.711377947420048
1119,-1.6280000000000001,-16.413066250421668,-1.6280000000000001,-6.754100388560063
1120,-1.626,-16.462057921843794,-1.626,-6.788485498293558
1121,-1.624,-16.495871911089218,-1.624,-6.8148561759587585
1122,-1.6219999999999999,-16.515357963139223,-1.6219999999999999,-6.833530636948465
1123,-1.62,-16.5213252402577,-1.62,-6.844822412710008
1124,-1.6179999999999999,-16.514542321991176,-1.6179999999999999,-6.849040350745281
1125,-1.616,-16.495737205168826,-1.616,-6.8464886146107204
