,_n_I_OFF_x,_n_I_OFF_y
106,-2.51,0.9971666850604479
107,-2.508,0.9971456210793398
108,-2.506,0.9971248076611158
109,-2.504,0.997104244290182
110,-2.502,0.9970839305191985
111,-2.5,0.9970638659690795
112,-2.4979999999999998,0.9970440503289932
113,-2.496,0.9970244833563621
114,-2.4939999999999998,0.9970051648768626
115,-2.492,0.9969860947844253
116,-2.4899999999999998,0.996967273041235
117,-2.488,0.9969486996777305
118,-2.4859999999999998,0.9969303747926046
119,-2.484,0.9969122985528043
120,-2.482,0.9968944711935308
121,-2.48,0.9968768930182392
122,-2.4779999999999998,0.9968595643986389
123,-2.476,0.9968424857746933
124,-2.474,0.9968256568021423
125,-2.472,0.9968090695274555
126,-2.4699999999999998,0.9967927188105646
127,-2.468,0.9967766008960927
128,-2.466,0.996760712105147
129,-2.464,0.9967450488353199
130,-2.4619999999999997,0.996729607560688
131,-2.46,0.9967143848318122
132,-2.458,0.9966993772757384
133,-2.456,0.9966845815959968
134,-2.4539999999999997,0.9966699945726022
135,-2.452,0.9966556130620537
136,-2.45,0.9966414339973353
137,-2.448,0.9966274543879153
138,-2.4459999999999997,0.9966136713197468
139,-2.444,0.9966000819552668
140,-2.442,0.9965866835333977
141,-2.44,0.9965734733695459
142,-2.4379999999999997,0.9965604488556025
143,-2.436,0.996547607459943
144,-2.434,0.9965349467274275
145,-2.432,0.9965224642794007
146,-2.43,0.9965101578136919
147,-2.428,0.9964980251046147
148,-2.426,0.9964860640029675
149,-2.424,0.996474272436033
150,-2.422,0.9964626484075787
151,-2.42,0.9964511899978563
152,-2.418,0.9964398953636023
153,-2.416,0.9964287627380377
154,-2.414,0.996417790430868
155,-2.412,0.9964069768282832
156,-2.41,0.9963963203929578
157,-2.408,0.996385819664051
158,-2.406,0.9963754732572064
159,-2.404,0.9963652798645524
160,-2.402,0.9963552382547013
161,-2.4,0.9963453472727507
162,-2.398,0.9963356058402822
163,-2.396,0.9963260129553623
164,-2.394,0.9963165676925416
165,-2.392,0.9963072692028558
166,-2.39,0.9962981167138247
167,-2.388,0.9962891095294528
168,-2.386,0.996280247030229
169,-2.384,0.9962715286731271
170,-2.382,0.9962629539916049
171,-2.38,0.9962545225956052
172,-2.378,0.9962462341715551
173,-2.376,0.9962380884823663
174,-2.374,0.9962300853674351
175,-2.372,0.9962222244689449
176,-2.37,0.9962144967863734
177,-2.368,0.9962068962900807
178,-2.366,0.9961994207175692
179,-2.364,0.9961920678426798
180,-2.362,0.9961848354755918
181,-2.36,0.9961777214628227
182,-2.358,0.9961707236872288
183,-2.356,0.9961638400680045
184,-2.354,0.9961570685606828
185,-2.352,0.9961504071571349
186,-2.35,0.9961438538855706
187,-2.348,0.9961374068105381
188,-2.346,0.996131064032924
189,-2.344,0.9961248236899531
190,-2.342,0.996118683955189
191,-2.34,0.9961126430385334
192,-2.338,0.9961066991862265
193,-2.336,0.9961008506808471
194,-2.334,0.996095095841312
195,-2.332,0.9960894330228767
196,-2.33,0.9960838606171352
197,-2.328,0.9960783770520197
198,-2.326,0.996072980791801
199,-2.324,0.996067670337088
200,-2.322,0.9960624442248284
201,-2.32,0.996057301028308
202,-2.318,0.9960522393571513
203,-2.316,0.9960472578573208
204,-2.314,0.9960423552111181
205,-2.312,0.9960375301371823
206,-2.31,0.9960327813904917
207,-2.308,0.9960281077623626
208,-2.306,0.9960235080804498
209,-2.304,0.9960189812087467
210,-2.302,0.9960145260475848
211,-2.3,0.9960101415336341
212,-2.298,0.9960058266399031
213,-2.296,0.9960015803757388
214,-2.294,0.9959974017868265
215,-2.292,0.9959932899551898
216,-2.29,0.9959892439991908
217,-2.288,0.9959852630735301
218,-2.286,0.9959813463692466
219,-2.284,0.9959774931137179
220,-2.282,0.9959737025706593
221,-2.28,0.9959699740401254
222,-2.278,0.9959663068585086
223,-2.276,0.9959627003985401
224,-2.274,0.995959154069289
225,-2.272,0.9959556673161634
226,-2.27,0.9959522396209094
227,-2.268,0.9959488705016117
228,-2.266,0.9959455595126935
229,-2.264,0.9959423062449162
230,-2.262,0.9959391103253796
231,-2.26,0.9959359714175221
232,-2.258,0.9959328892211204
233,-2.256,0.9959298634722896
234,-2.254,0.9959268939434834
235,-2.252,0.9959239804434936
236,-2.25,0.9959211228174507
237,-2.2479999999999998,0.9959183209468233
238,-2.246,0.9959155747494188
239,-2.2439999999999998,0.9959128841793827
240,-2.242,0.9959102492271991
241,-2.24,0.9959076665141736
242,-2.238,0.9959051280507975
243,-2.2359999999999998,0.995902632874892
244,-2.234,0.995900180313031
245,-2.232,0.9958977696991305
246,-2.23,0.99589540037445
247,-2.2279999999999998,0.9958930716875917
248,-2.226,0.9958907829945006
249,-2.224,0.9958885336584652
250,-2.222,0.9958863230501162
251,-2.2199999999999998,0.9958841505474277
252,-2.218,0.9958820155357169
253,-2.216,0.9958799174076435
254,-2.214,0.9958778555632103
255,-2.2119999999999997,0.9958758294097632
256,-2.21,0.995873838361991
257,-2.208,0.9958718818419252
258,-2.206,0.9958699592789406
259,-2.2039999999999997,0.9958680701097548
260,-2.202,0.9958662137784281
261,-2.2,0.9958643897363642
262,-2.198,0.9958625974423094
263,-2.1959999999999997,0.9958608363623531
264,-2.194,0.9958591059699275
265,-2.192,0.995857405745808
266,-2.19,0.9958557351781129
267,-2.1879999999999997,0.9958540937623029
268,-2.186,0.9958524810011825
269,-2.184,0.9958508964048985
270,-2.182,0.995849339490941
271,-2.1799999999999997,0.9958478097841428
272,-2.178,0.9958463068166798
273,-2.176,0.995844830128071
274,-2.174,0.9958433792651779
275,-2.1719999999999997,0.9958419537822052
276,-2.17,0.9958405532407008
277,-2.168,0.995839177209555
278,-2.166,0.9958378252650014
279,-2.1639999999999997,0.9958364969906166
280,-2.162,0.99583519197732
281,-2.16,0.9958339098233738
282,-2.158,0.9958326501343836
283,-2.1559999999999997,0.9958314125232973
284,-2.154,0.9958301966104064
285,-2.152,0.995829002023345
286,-2.15,0.99582782839709
287,-2.1479999999999997,0.9958266753739617
288,-2.146,0.9958255426036229
289,-2.144,0.9958244297430796
290,-2.142,0.9958233364566806
291,-2.14,0.9958222624161179
292,-2.138,0.9958212073004261
293,-2.136,0.995820170795983
294,-2.134,0.9958191525965091
295,-2.132,0.9958181524030681
296,-2.13,0.9958171699240667
297,-2.128,0.995816204875254
298,-2.126,0.9958152569797228
299,-2.124,0.9958143259679084
300,-2.122,0.9958134115775891
301,-2.12,0.995812513553886
302,-2.118,0.9958116316492636
303,-2.116,0.9958107656235289
304,-2.114,0.9958099152438319
305,-2.112,0.9958090802846659
306,-2.11,0.9958082605278666
307,-2.108,0.9958074557626133
308,-2.106,0.9958066657854276
309,-2.104,0.9958058904001744
310,-2.102,0.9958051294180615
311,-2.1,0.9958043826576397
312,-2.098,0.9958036499448024
313,-2.096,0.9958029311127865
314,-2.094,0.9958022260021715
315,-2.092,0.9958015344608797
316,-2.09,0.9958008563441768
317,-2.088,0.995800191514671
318,-2.086,0.9957995398423137
319,-2.084,0.9957989012043993
320,-2.082,0.9957982754855649
321,-2.08,0.9957976625777906
322,-2.078,0.9957970623803996
323,-2.076,0.995796474800058
324,-2.074,0.9957958997507746
325,-2.072,0.9957953371539018
326,-2.07,0.9957947869381341
327,-2.068,0.9957942489988127
328,-2.066,0.9957937207773808
329,-2.064,0.9957932007190785
330,-2.062,0.9957926887403168
331,-2.06,0.9957921847578387
332,-2.058,0.9957916886887186
333,-2.056,0.9957912004503628
334,-2.054,0.9957907199605092
335,-2.052,0.9957902471372273
336,-2.05,0.9957897818989184
337,-2.048,0.9957893241643154
338,-2.046,0.9957888738524829
339,-2.044,0.9957884308828173
340,-2.042,0.9957879951750463
341,-2.04,0.9957875666492298
342,-2.038,0.9957871452257591
343,-2.036,0.9957867308253571
344,-2.034,0.9957863233690784
345,-2.032,0.9957859227783095
346,-2.03,0.9957855289747684
347,-2.028,0.9957851418805047
348,-2.026,0.9957847614179001
349,-2.024,0.9957843875096672
350,-2.022,0.9957840200788513
351,-2.02,0.9957836590488284
352,-2.018,0.9957833043433068
353,-2.016,0.9957829558863263
354,-2.0140000000000002,0.9957826136022582
355,-2.012,0.9957822774158058
356,-2.01,0.9957819472520039
357,-2.008,0.995781623036219
358,-2.0060000000000002,0.9957813046941493
359,-2.004,0.9957809921518245
360,-2.002,0.9957806853356064
361,-2.0,0.995780384172188
362,-1.998,0.9957800885885943
363,-1.996,0.9957797985121819
364,-1.994,0.995779513870639
365,-1.992,0.9957792345919856
366,-1.99,0.9957789606045732
367,-1.988,0.9957786918370851
368,-1.986,0.9957784282185363
369,-1.984,0.9957781696782737
370,-1.982,0.9957779161459752
371,-1.98,0.9957776675516511
372,-1.978,0.9957774238256429
373,-1.976,0.9957771848986242
374,-1.974,0.9957769507015998
375,-1.972,0.9957767211659065
376,-1.97,0.9957764962232128
377,-1.968,0.9957762758055188
378,-1.966,0.9957760598451559
379,-1.964,0.995775848274788
380,-1.962,0.99577564102741
381,-1.96,0.9957754380363487
382,-1.958,0.9957752392352626
383,-1.956,0.9957750445581418
384,-1.954,0.9957748539393082
385,-1.952,0.9957746673134154
386,-1.95,0.9957744846154483
387,-1.948,0.995774305780724
388,-1.946,0.9957741307448911
389,-1.944,0.9957739594439295
390,-1.942,0.9957737918141515
391,-1.94,0.9957736277922005
392,-1.938,0.9957734673150518
393,-1.936,0.9957733103200122
394,-1.934,0.9957731567447204
395,-1.932,0.995773006527147
396,-1.93,0.9957728596055935
397,-1.928,0.9957727159186938
398,-1.926,0.9957725754054132
399,-1.924,0.9957724380050488
400,-1.922,0.9957723036572291
401,-1.92,0.9957721723019147
402,-1.918,0.9957720438793976
403,-1.916,0.9957719183303013
404,-1.914,0.9957717955955815
405,-1.912,0.9957716756165251
406,-1.91,0.995771558334751
407,-1.908,0.9957714436922095
408,-1.906,0.9957713316311829
409,-1.904,0.9957712220942849
410,-1.902,0.9957711150244609
411,-1.9,0.9957710103649883
412,-1.898,0.9957709080594758
413,-1.896,0.9957708080518638
414,-1.894,0.9957707102864246
415,-1.892,0.9957706147077622
416,-1.89,0.995770521260812
417,-1.888,0.9957704298908413
418,-1.8860000000000001,0.9957703405434489
419,-1.884,0.9957702531645656
420,-1.8820000000000001,0.9957701677004536
421,-1.88,0.9957700840977067
422,-1.8780000000000001,0.9957700023032506
423,-1.876,0.9957699222643428
424,-1.874,0.995769843928572
425,-1.8719999999999999,0.9957697672438591
426,-1.87,0.9957696921584563
427,-1.8679999999999999,0.9957696186209477
428,-1.866,0.9957695465802489
429,-1.8639999999999999,0.9957694759856074
430,-1.862,0.9957694067866022
431,-1.8599999999999999,0.995769338933144
432,-1.858,0.9957692723754753
433,-1.8559999999999999,0.9957692070641703
434,-1.854,0.9957691429501344
435,-1.8519999999999999,0.9957690799846054
436,-1.85,0.9957690181191524
437,-1.8479999999999999,0.995768957305676
438,-1.846,0.995768897496409
439,-1.8439999999999999,0.9957688386439152
440,-1.842,0.9957687807131608
441,-1.8399999999999999,0.9957687261827443
442,-1.838,0.9957686767876327
443,-1.8359999999999999,0.9957686323030605
444,-1.834,0.9957685925076639
445,-1.8319999999999999,0.995768557183481
446,-1.83,0.9957685261159517
447,-1.8279999999999998,0.9957684990939174
448,-1.826,0.9957684759096217
449,-1.8239999999999998,0.9957684563587096
450,-1.822,0.9957684402402281
451,-1.8199999999999998,0.9957684273566262
452,-1.818,0.9957684175137541
453,-1.8159999999999998,0.9957684105208644
454,-1.814,0.9957684061906111
455,-1.8119999999999998,0.9957684043390501
456,-1.81,0.9957684047856392
457,-1.8079999999999998,0.9957684073532378
458,-1.806,0.9957684118681072
459,-1.8039999999999998,0.9957684181599105
460,-1.802,0.9957684260617125
461,-1.7999999999999998,0.9957684354099797
462,-1.798,0.9957684460445809
463,-1.7959999999999998,0.995768457808786
464,-1.794,0.9957684705492672
465,-1.7919999999999998,0.9957684841160981
466,-1.79,0.9957684983627545
467,-1.7879999999999998,0.9957685131461136
468,-1.786,0.9957685283264546
469,-1.7839999999999998,0.9957685437674584
470,-1.782,0.9957685593362079
471,-1.7799999999999998,0.9957685749031874
472,-1.778,0.9957685903422834
473,-1.7759999999999998,0.9957686055307838
474,-1.774,0.9957686203493787
475,-1.7719999999999998,0.9957686346821598
476,-1.77,0.9957686484166203
477,-1.7679999999999998,0.9957686614436556
478,-1.766,0.9957686736575627
479,-1.7639999999999998,0.9957686849560405
480,-1.762,0.9957686952401896
481,-1.76,0.9957687044145123
482,-1.758,0.9957687123869129
483,-1.756,0.9957687190686973
484,-1.754,0.9957687243745733
485,-1.752,0.9957687282226505
486,-1.75,0.9957687305344403
487,-1.748,0.9957687312348555
488,-1.746,0.9957687302522115
489,-1.744,0.9957687275182245
490,-1.742,0.9957687229680134
491,-1.74,0.9957687165400984
492,-1.738,0.9957687081764014
493,-1.736,0.9957686978222464
494,-1.734,0.9957686854263591
495,-1.732,0.9957686709408667
496,-1.73,0.9957686543212987
497,-1.728,0.9957686355265859
498,-1.726,0.9957686145190612
499,-1.724,0.9957685912644592
500,-1.722,0.9957685657319162
501,-1.72,0.9957685378939704
502,-1.718,0.9957685077265618
503,-1.716,0.9957684752090321
504,-1.714,0.9957684403241248
505,-1.712,0.9957684030579853
506,-1.71,0.9957683634001606
507,-1.708,0.9957683213435996
508,-1.706,0.9957682768846531
509,-1.704,0.9957682300230735
510,-1.702,0.995768180762015
511,-1.7,0.9957681291080337
512,-1.698,0.9957680750710874
513,-1.696,0.9957680186645358
514,-1.694,0.9957679599051403
515,-1.692,0.9957678988130639
516,-1.69,0.9957678354118719
517,-1.688,0.9957677697285309
518,-1.686,0.9957677017934093
519,-1.684,0.9957676316402777
520,-1.682,0.9957675593063082
521,-1.68,0.9957674848320747
522,-1.678,0.9957674082615529
523,-1.676,0.9957673296421201
524,-1.674,0.995767249024556
525,-1.672,0.9957671664630414
526,-1.67,0.9957670820151592
527,-1.668,0.9957669957418941
528,-1.666,0.9957669077076325
529,-1.664,0.9957668179801628
530,-1.662,0.9957667266306747
531,-1.66,0.9957666337337602
532,-1.658,0.9957665393674129
533,-1.656,0.9957664436130281
534,-1.654,0.9957663465554032
535,-1.652,0.9957662482827369
536,-1.65,0.99576614888663
537,-1.648,0.9957660484620849
538,-1.646,0.9957659471075063
539,-1.644,0.9957658449247001
540,-1.642,0.9957657420188741
541,-1.64,0.9957656384986381
542,-1.638,0.9957655344760036
543,-1.636,0.9957654300663838
544,-1.634,0.9957653253885937
545,-1.632,0.9957652205648504
546,-1.63,0.9957651157207722
547,-1.628,0.9957650109853796
548,-1.626,0.995764906491095
549,-1.6239999999999999,0.9957648023737421
550,-1.6219999999999999,0.9957646987725469
551,-1.6199999999999999,0.995764595830137
552,-1.6179999999999999,0.9957644936925415
553,-1.6159999999999999,0.9957643925091917
554,-1.6139999999999999,0.9957642924329206
555,-1.6119999999999999,0.9957641936199628
556,-1.6099999999999999,0.9957640962299549
557,-1.6079999999999999,0.9957640004259352
558,-1.6059999999999999,0.9957639063743435
559,-1.6039999999999999,0.9957638142450221
560,-1.6019999999999999,0.9957637242112144
561,-1.5999999999999999,0.995763636449566
562,-1.5979999999999999,0.9957635511401239
563,-1.5959999999999999,0.9957634684663375
564,-1.5939999999999999,0.9957633886150572
565,-1.5919999999999999,0.9957633117765359
566,-1.5899999999999999,0.9957632381444278
567,-1.5879999999999999,0.9957631679157891
568,-1.5859999999999999,0.9957631012910779
569,-1.5839999999999999,0.9957630384741539
570,-1.5819999999999999,0.9957629796722786
571,-1.5799999999999998,0.9957629250961153
572,-1.5779999999999998,0.9957628749597291
573,-1.5759999999999998,0.9957628294805871
574,-1.5739999999999998,0.9957627888795578
575,-1.5719999999999998,0.9957627533809118
576,-1.5699999999999998,0.9957627232123212
577,-1.568,0.9957626986048602
578,-1.566,0.9957626797930047
579,-1.564,0.9957626670146321
580,-1.562,0.9957626605110221
581,-1.56,0.9957626605268557
582,-1.558,0.995762667310216
583,-1.556,0.9957626811125878
584,-1.554,0.9957627021888575
585,-1.552,0.9957627307973138
586,-1.55,0.9957627671996465
587,-1.548,0.9957628116609477
588,-1.546,0.9957628644497112
589,-1.544,0.9957629258378323
590,-1.542,0.9957629953874307
591,-1.54,0.9957630716676726
592,-1.538,0.9957631542335543
593,-1.536,0.9957632426729011
594,-1.534,0.9957633365808534
595,-1.532,0.9957634355598671
596,-1.53,0.9957635392197136
597,-1.528,0.9957636471774796
598,-1.526,0.995763759057567
599,-1.524,0.9957638744916933
600,-1.522,0.9957639931188914
601,-1.52,0.9957641145855096
602,-1.518,0.9957642385452113
603,-1.516,0.9957643646589757
604,-1.514,0.995764492595097
605,-1.512,0.995764622029185
606,-1.51,0.9957647526441649
607,-1.508,0.9957648841302772
608,-1.506,0.9957650161850777
609,-1.504,0.9957651485134379
610,-1.502,0.9957652808275443
611,-1.5,0.9957654128468992
612,-1.498,0.9957655442983198
613,-1.496,0.9957656749159389
614,-1.494,0.995765804441205
615,-1.492,0.9957659326228815
616,-1.49,0.9957660592170473
617,-1.488,0.995766183987097
618,-1.486,0.9957663067037402
619,-1.484,0.9957664271450022
620,-1.482,0.9957665450962233
621,-1.48,0.9957666603500596
622,-1.478,0.9957667727064822
623,-1.476,0.995766881972778
624,-1.474,0.9957669879635489
625,-1.472,0.9957670905007123
626,-1.47,0.9957671894135013
627,-1.468,0.9957672845384639
628,-1.466,0.9957673757194636
629,-1.464,0.9957674628076797
630,-1.462,0.9957675456616063
631,-1.46,0.9957676241470533
632,-1.458,0.9957676981371457
633,-1.456,0.9957677675123242
634,-1.454,0.9957678321603446
635,-1.452,0.9957678919762781
636,-1.45,0.9957679468625116
637,-1.448,0.995767996728747
638,-1.446,0.9957680414920018
639,-1.444,0.9957680810766087
640,-1.442,0.9957681154142162
641,-1.44,0.9957681444437876
642,-1.438,0.995768168111602
643,-1.436,0.9957681863712537
644,-1.434,0.9957681991836527
645,-1.432,0.9957682065170238
646,-1.43,0.9957682083469077
647,-1.428,0.9957682046561603
648,-1.426,0.9957681954349529
649,-1.424,0.9957681806807721
650,-1.422,0.99576816039842
651,-1.42,0.995768134600014
652,-1.418,0.995768103304987
653,-1.416,0.9957680665400872
654,-1.414,0.9957680243393782
655,-1.412,0.9957679767442389
656,-1.41,0.9957679238033637
657,-1.408,0.9957678655727623
658,-1.406,0.99576780211576
659,-1.404,0.9957677335029971
660,-1.402,0.9957676598124297
661,-1.4,0.995767581129329
662,-1.398,0.9957674975462816
663,-1.396,0.9957674091631896
664,-1.394,0.9957673160872705
665,-1.392,0.9957672184330572
666,-1.39,0.9957671163223977
667,-1.388,0.9957670098844558
668,-1.386,0.9957668992557102
669,-1.384,0.9957667845799555
670,-1.382,0.9957666660083013
671,-1.38,0.995766543699173
672,-1.378,0.9957664178183108
673,-1.376,0.9957662885387707
674,-1.3739999999999999,0.995766156040924
675,-1.3719999999999999,0.9957660205124574
676,-1.3699999999999999,0.995765882148373
677,-1.3679999999999999,0.995765741150988
678,-1.3659999999999999,0.9957655977299356
679,-1.3639999999999999,0.9957654521021636
680,-1.3619999999999999,0.9957653044919359
681,-1.3599999999999999,0.9957651551308313
682,-1.3579999999999999,0.9957650042577443
683,-1.3559999999999999,0.9957648521188845
684,-1.3539999999999999,0.9957646989677771
685,-1.3519999999999999,0.9957645450652626
686,-1.3499999999999999,0.995764390679497
687,-1.3479999999999999,0.9957642360859513
688,-1.3459999999999999,0.9957640815674125
689,-1.3439999999999999,0.9957639274139825
690,-1.3419999999999999,0.9957637739230786
691,-1.3399999999999999,0.9957636213994339
692,-1.3379999999999999,0.9957634701550964
693,-1.3359999999999999,0.9957633205094297
694,-1.3339999999999999,0.9957631727891129
695,-1.3319999999999999,0.9957630273281403
696,-1.3299999999999998,0.9957628844678216
697,-1.3279999999999998,0.9957627445567819
698,-1.3259999999999998,0.9957626079509618
699,-1.3239999999999998,0.9957624750136171
700,-1.3219999999999998,0.9957623461153192
701,-1.3199999999999998,0.9957622216339548
702,-1.3179999999999998,0.9957621019547257
703,-1.3159999999999998,0.9957619874701495
704,-1.314,0.995761878580059
705,-1.312,0.9957617756916025
706,-1.31,0.9957616792192434
707,-1.308,0.9957615895847608
708,-1.306,0.9957615072172491
709,-1.304,0.9957614325531178
710,-1.302,0.9957613660360922
711,-1.3,0.9957613081172129
712,-1.298,0.9957612592548356
713,-1.296,0.9957612199146317
714,-1.294,0.9957611905695878
715,-1.292,0.995761171700006
716,-1.29,0.9957611637935037
717,-1.288,0.9957611673450136
718,-1.286,0.9957611828567842
719,-1.284,0.9957612108383788
720,-1.282,0.9957612518066765
721,-1.28,0.9957613062858716
722,-1.278,0.9957613748074738
723,-1.276,0.9957614579103085
724,-1.274,0.9957615515186465
725,-1.272,0.9957616505398087
726,-1.27,0.9957617546064315
727,-1.268,0.9957618633598837
728,-1.266,0.9957619764479715
729,-1.264,0.9957620935249378
730,-1.262,0.9957622142514635
731,-1.26,0.9957623382946663
732,-1.258,0.9957624653281013
733,-1.256,0.995762595031761
734,-1.254,0.995762727092075
735,-1.252,0.9957628612019103
736,-1.25,0.995762997060571
737,-1.248,0.9957631343737988
738,-1.246,0.9957632728537724
739,-1.244,0.995763412219108
740,-1.242,0.9957635521948588
741,-1.24,0.9957636925125154
742,-1.238,0.9957638329100058
743,-1.236,0.9957639731316952
744,-1.234,0.995764112928386
745,-1.232,0.995764252057318
746,-1.23,0.9957643902821681
747,-1.228,0.9957645273730509
748,-1.226,0.9957646631065176
749,-1.224,0.9957647972655573
750,-1.222,0.9957649296395961
751,-1.22,0.9957650600244973
752,-1.218,0.9957651882225617
753,-1.216,0.9957653140425272
754,-1.214,0.9957654372995691
755,-1.212,0.9957655578153001
756,-1.21,0.9957656754177696
757,-1.208,0.995765789941465
758,-1.206,0.9957659012273107
759,-1.204,0.9957660091226681
760,-1.202,0.9957661134813363
761,-1.2,0.9957662141635514
762,-1.198,0.9957663110359869
763,-1.196,0.9957664039717536
764,-1.194,0.9957664928503995
765,-1.192,0.99576657755791
766,-1.19,0.9957666579867076
767,-1.188,0.9957667340356522
768,-1.186,0.9957668056100408
769,-1.184,0.9957668726216081
770,-1.182,0.9957669349885258
771,-1.18,0.9957669926354026
772,-1.178,0.9957670454932849
773,-1.176,0.9957670934996563
774,-1.174,0.9957671365984376
775,-1.172,0.9957671747399869
776,-1.17,0.9957672078810995
777,-1.168,0.9957672359850083
778,-1.166,0.9957672590213829
779,-1.164,0.9957672769663307
780,-1.162,0.9957672898023961
781,-1.16,0.9957672975185611
782,-1.158,0.9957673001102444
783,-1.156,0.9957672975793026
784,-1.154,0.9957672899340293
785,-1.152,0.9957672771891551
786,-1.15,0.9957672593658485
787,-1.148,0.9957672364917148
788,-1.146,0.9957672086007968
789,-1.144,0.9957671757335743
790,-1.142,0.9957671379369647
791,-1.14,0.9957670952643226
792,-1.138,0.9957670477754399
793,-1.136,0.9957669955365455
794,-1.134,0.9957669386203059
795,-1.132,0.9957668771058248
796,-1.13,0.9957668110786431
797,-1.128,0.995766740630739
798,-1.126,0.9957666658605281
799,-1.1239999999999999,0.9957665868728631
800,-1.1219999999999999,0.9957665037790341
801,-1.1199999999999999,0.9957664166967685
802,-1.1179999999999999,0.9957663257502308
803,-1.1159999999999999,0.9957662310700229
804,-1.1139999999999999,0.9957661327931842
805,-1.1119999999999999,0.995766031063191
806,-1.1099999999999999,0.9957659260299568
807,-1.1079999999999999,0.995765817849833
808,-1.1059999999999999,0.9957657066856077
809,-1.1039999999999999,0.9957655927065066
810,-1.1019999999999999,0.9957654760881922
811,-1.0999999999999999,0.9957653570127651
812,-1.0979999999999999,0.9957652356687624
813,-1.0959999999999999,0.9957651122511588
814,-1.0939999999999999,0.9957649869613665
815,-1.0919999999999999,0.9957648600072344
816,-1.0899999999999999,0.9957647316030492
817,-1.0879999999999999,0.9957646019695348
818,-1.0859999999999999,0.9957644713338522
819,-1.0839999999999999,0.9957643399295996
820,-1.0819999999999999,0.9957642079968126
821,-1.0799999999999998,0.9957640757819645
822,-1.0779999999999998,0.9957639435379652
823,-1.0759999999999998,0.9957638115241622
824,-1.0739999999999998,0.9957636800063403
825,-1.0719999999999998,0.9957635492567215
826,-1.0699999999999998,0.9957634195539651
827,-1.0679999999999998,0.9957632911831676
828,-1.0659999999999998,0.995763164435863
829,-1.0639999999999998,0.9957630396100224
830,-1.0619999999999998,0.9957629170100543
831,-1.0599999999999998,0.9957627969468041
