,"_ON input
only_x","_ON input
only_y"
715,-2.436,-0.016027290322109693
716,-2.434,-0.016027352835041035
717,-2.4320000000000004,-0.01602744674770103
718,-2.43,-0.016027571792274257
719,-2.428,-0.01602772765661799
720,-2.426,-0.01602791398426218
721,-2.4240000000000004,-0.016028130374409467
722,-2.422,-0.016028376381935175
723,-2.42,-0.01602865151738731
724,-2.418,-0.016028955246986575
725,-2.4160000000000004,-0.016029286992626336
726,-2.414,-0.016029646131872664
727,-2.412,-0.01603003199796431
728,-2.41,-0.0160304438798127
729,-2.4080000000000004,-0.01603088102200196
730,-2.406,-0.01603134262478889
731,-2.404,-0.01603182784410298
732,-2.402,-0.0160323357915464
733,-2.4000000000000004,-0.016032865534394012
734,-2.398,-0.01603341609559336
735,-2.396,-0.016033986453764672
736,-2.394,-0.016034575543200858
737,-2.3920000000000003,-0.016035182253867523
738,-2.39,-0.01603580543140294
739,-2.388,-0.01603644387711809
740,-2.386,-0.01603709634799662
741,-2.3840000000000003,-0.01603776155669486
742,-2.382,-0.01603843817154185
743,-2.38,-0.016039124816539286
744,-2.378,-0.016039820071361566
745,-2.3760000000000003,-0.016040522471355765
746,-2.374,-0.016041230507541648
747,-2.372,-0.016041942626611665
748,-2.37,-0.016042657230930943
749,-2.3680000000000003,-0.016043372678537306
750,-2.366,-0.016044087283141256
751,-2.364,-0.01604479931412598
752,-2.362,-0.01604550699654735
753,-2.3600000000000003,-0.016046208511133923
754,-2.358,-0.016046901994286943
755,-2.356,-0.01604758553808034
756,-2.354,-0.016048257190260724
757,-2.3520000000000003,-0.016048914954247394
758,-2.35,-0.01604955678913233
759,-2.348,-0.016050180609680203
760,-2.346,-0.016050784286328366
761,-2.3440000000000003,-0.01605136564518685
762,-2.342,-0.016051922468038386
763,-2.34,-0.016052452492338377
764,-2.338,-0.016052953411214918
