,_V_I_OFF_x,_V_I_OFF_y
354,-2.0140000000000002,0.049440978428437206
355,-2.012,0.049441579939723465
356,-2.01,0.04944216568903105
357,-2.008,0.04944273518356654
358,-2.0060000000000002,0.04944328795794275
359,-2.004,0.04944382357417876
360,-2.002,0.049444341621699854
361,-2.0,0.049444841717337595
362,-1.998,0.049445323505329764
363,-1.996,0.049445786657320384
364,-1.994,0.04944623087235974
365,-1.992,0.04944665587690433
366,-1.99,0.04944706142481692
367,-1.988,0.04944744729736649
368,-1.986,0.04944781330322829
369,-1.984,0.04944815927848379
370,-1.982,0.049448485086620704
371,-1.98,0.04944879061853301
372,-1.978,0.04944907579252089
373,-1.976,0.049449340554290795
374,-1.974,0.049449584876955416
375,-1.972,0.049449808761033665
376,-1.97,0.049450012234450724
377,-1.968,0.049450195352537994
378,-1.966,0.049450358198033124
379,-1.964,0.04945050088108001
380,-1.962,0.049450623539228786
381,-1.96,0.04945072633743582
382,-1.958,0.04945080946806373
383,-1.956,0.04945087315088138
384,-1.954,0.04945091763306386
385,-1.952,0.04945094318919252
386,-1.95,0.04945095012125493
387,-1.948,0.049450938758644924
388,-1.946,0.04945090945816256
389,-1.944,0.049450862604014136
390,-1.942,0.049450798607812214
391,-1.94,0.04945071790857558
392,-1.938,0.04945062097272925
393,-1.936,0.049450508294104516
394,-1.934,0.049450380393938884
395,-1.932,0.0494502378208761
396,-1.93,0.04945008115096616
397,-1.928,0.04944991098766531
398,-1.926,0.049449727961836026
399,-1.924,0.04944953273174703
400,-1.922,0.04944932598307328
401,-1.92,0.04944910842889597
402,-1.918,0.04944888080970256
403,-1.916,0.04944864389338673
404,-1.914,0.04944839847524841
405,-1.912,0.04944814537799375
406,-1.91,0.04944788545173519
407,-1.908,0.04944761957399135
408,-1.906,0.049447348649687146
409,-1.904,0.049447073611153705
410,-1.902,0.0494467954181284
411,-1.9,0.04944651505775485
412,-1.898,0.04944623354458292
413,-1.896,0.04944595192056869
414,-1.894,0.04944567125507453
415,-1.892,0.04944539264486899
416,-1.89,0.04944511721412692
417,-1.888,0.049444846114429376
418,-1.8860000000000001,0.049444580524763665
419,-1.884,0.049444321651523335
420,-1.8820000000000001,0.04944407072850817
421,-1.88,0.049443829016924214
422,-1.8780000000000001,0.04944359780538373
423,-1.876,0.04944337840990524
424,-1.874,0.04944317217391348
425,-1.8719999999999999,0.04944298046823947
426,-1.87,0.04944280469112044
427,-1.8679999999999999,0.049442646268199865
428,-1.866,0.049442506652527474
429,-1.8639999999999999,0.049442387324559224
430,-1.862,0.04944228979215731
431,-1.8599999999999999,0.0494422155905902
432,-1.858,0.04944216628253256
433,-1.8559999999999999,0.04944214345806533
434,-1.854,0.04944214873467567
435,-1.8519999999999999,0.049442183757257
436,-1.85,0.04944225019810897
437,-1.8479999999999999,0.04944234975693747
438,-1.846,0.04944248416085464
439,-1.8439999999999999,0.049442655164378846
440,-1.842,0.04944286449944723
441,-1.8399999999999999,0.04944310279791688
442,-1.838,0.049443361311446866
443,-1.8359999999999999,0.049443638903366054
444,-1.834,0.04944393445481959
445,-1.8319999999999999,0.04944424686476889
446,-1.83,0.049444575049991654
447,-1.8279999999999998,0.04944491794508185
448,-1.826,0.04944527450244972
449,-1.8239999999999998,0.049445643692321774
450,-1.822,0.0494460245027408
451,-1.8199999999999998,0.049446415939565856
452,-1.818,0.04944681702647229
453,-1.8159999999999998,0.0494472268049517
454,-1.814,0.04944764433431198
455,-1.8119999999999998,0.049448068691677276
456,-1.81,0.049448498971988025
457,-1.8079999999999998,0.04944893428800093
458,-1.806,0.04944937377028896
459,-1.8039999999999998,0.049449816567241386
460,-1.802,0.049450261845063716
461,-1.7999999999999998,0.049450708787777756
462,-1.798,0.04945115659722158
463,-1.7959999999999998,0.049451604493049535
464,-1.794,0.04945205171273223
465,-1.7919999999999998,0.04945249751155657
466,-1.79,0.049452941162625726
467,-1.7879999999999998,0.04945338195685913
468,-1.786,0.0494538192029925
469,-1.7839999999999998,0.04945425222757783
470,-1.782,0.04945468037498337
471,-1.7799999999999998,0.04945510300739366
472,-1.778,0.049455519504809524
473,-1.7759999999999998,0.04945592926504803
474,-1.774,0.049456331703742536
475,-1.7719999999999998,0.04945672625434267
476,-1.77,0.049457112368114356
477,-1.7679999999999998,0.04945748951413975
478,-1.766,0.04945785717931732
479,-1.7639999999999998,0.04945821486836178
480,-1.762,0.049458562103804136
481,-1.76,0.04945889842599166
482,-1.758,0.04945922339308789
483,-1.756,0.04945953658107266
484,-1.754,0.04945983758374206
485,-1.752,0.04946012601270845
486,-1.75,0.04946040149740048
487,-1.748,0.04946066368506307
488,-1.746,0.049460912240757396
489,-1.744,0.04946114684736093
490,-1.742,0.0494613672055674
491,-1.74,0.049461573033886826
492,-1.738,0.049461764068645483
493,-1.736,0.04946194006398593
494,-1.734,0.049462100791867004
495,-1.732,0.049462246042063805
496,-1.73,0.049462375622167716
497,-1.728,0.04946248935758638
498,-1.726,0.04946258709154373
499,-1.724,0.049462668685079966
500,-1.722,0.04946273401705156
501,-1.72,0.04946278298413126
502,-1.718,0.04946281550080808
503,-1.716,0.04946283149938733
504,-1.714,0.04946283092999056
505,-1.712,0.04946281376055562
506,-1.71,0.04946277997683663
507,-1.708,0.049462729582403976
508,-1.706,0.04946266259864431
509,-1.704,0.04946257906476059
510,-1.702,0.04946247903777201
511,-1.7,0.04946236259251406
512,-1.698,0.0494622298216385
513,-1.696,0.04946208083561335
514,-1.694,0.04946191576272293
515,-1.692,0.04946173474906781
516,-1.69,0.04946153795856484
517,-1.688,0.049461325572947155
518,-1.686,0.04946109779176415
519,-1.684,0.049460854832381496
520,-1.682,0.04946059692998115
521,-1.68,0.049460324337561326
522,-1.678,0.04946003732593652
523,-1.676,0.049459736183737495
524,-1.674,0.0494594212174113
525,-1.672,0.049459092751221255
526,-1.67,0.04945875112724694
527,-1.668,0.049458396705384225
528,-1.666,0.049458029863345236
529,-1.664,0.0494576509966584
530,-1.662,0.04945726051866839
531,-1.66,0.04945685886053616
532,-1.658,0.04945644647123896
