,_control_x,_control_y,_intensity_x,_intensity_y,_duration_x,_duration_y
327,0.3500000000000001,0.0,0.3500000000000001,0.0,0.3500000000000001,0.0
328,0.3600000000000003,0.0,0.3600000000000003,0.0,0.3600000000000003,0.0
329,0.3700000000000001,0.0,0.3700000000000001,0.0,0.3700000000000001,0.0
330,0.38000000000000034,0.0,0.38000000000000034,0.0,0.38000000000000034,0.0
331,0.3900000000000001,0.0,0.3900000000000001,0.0,0.3900000000000001,0.0
332,0.40000000000000036,0.0,0.40000000000000036,0.0,0.40000000000000036,0.0
333,0.41000000000000014,0.0,0.41000000000000014,0.0,0.41000000000000014,0.0
334,0.41999999999999993,0.0,0.41999999999999993,0.0,0.41999999999999993,0.0
335,0.43000000000000016,0.0,0.43000000000000016,0.0,0.43000000000000016,0.0
336,0.43999999999999995,0.0,0.43999999999999995,0.0,0.43999999999999995,0.0
337,0.4500000000000002,0.0,0.4500000000000002,0.0,0.4500000000000002,0.0
338,0.45999999999999996,0.0,0.45999999999999996,0.0,0.45999999999999996,0.0
339,0.4700000000000002,0.0,0.4700000000000002,0.0,0.4700000000000002,0.0
340,0.48,0.0,0.48,0.0,0.48,0.0
341,0.4900000000000002,0.0,0.4900000000000002,0.0,0.4900000000000002,0.0
342,0.5,0.0,0.5,0.0,0.5,0.0
343,0.5100000000000002,0.0,0.5100000000000002,0.0,0.5100000000000002,0.0
344,0.52,0.0,0.52,0.0,0.52,0.0
345,0.5300000000000002,0.0,0.5300000000000002,0.0,0.5300000000000002,0.0
346,0.54,0.0,0.54,0.0,0.54,0.0
347,0.5500000000000003,0.0,0.5500000000000003,0.0,0.5500000000000003,0.0
348,0.56,0.0,0.56,0.0,0.56,0.0
349,0.5700000000000003,0.0,0.5700000000000003,0.0,0.5700000000000003,0.0
350,0.5800000000000001,0.0,0.5800000000000001,0.0,0.5800000000000001,0.0
351,0.5900000000000003,0.0,0.5900000000000003,0.0,0.5900000000000003,0.0
352,0.6000000000000001,0.0,0.6000000000000001,0.0,0.6000000000000001,0.0
353,0.6100000000000003,0.0,0.6100000000000003,0.0,0.6100000000000003,0.0
354,0.6200000000000001,0.0,0.6200000000000001,0.0,0.6200000000000001,0.0
355,0.6300000000000003,0.0,0.6300000000000003,0.0,0.6300000000000003,0.0
356,0.6400000000000001,0.0,0.6400000000000001,0.0,0.6400000000000001,0.0
357,0.6500000000000004,0.0,0.6500000000000004,0.0,0.6500000000000004,0.0
358,0.6600000000000001,0.0,0.6600000000000001,0.0,0.6600000000000001,0.0
359,0.6699999999999999,0.0,0.6699999999999999,0.0,0.6699999999999999,0.0
360,0.6800000000000002,0.0,0.6800000000000002,0.0,0.6800000000000002,0.0
361,0.69,0.0,0.69,0.0,0.69,0.0
362,0.7000000000000002,0.0,0.7000000000000002,0.0,0.7000000000000002,0.0
363,0.71,0.0,0.71,0.0,0.71,0.0
