,_occupancy_at_0_x,_occupancy_at_0_y
0,0.16666666666666666,0.7291755539112704
1,0.125,0.6513670209915244
2,0.1,0.5854039486558829
3,0.08333333333333333,0.5470883159896415
4,0.0625,0.4759938179187129
