,6 Hz_x,6 Hz_y,8 Hz_x,8 Hz_y,10 Hz_x,10 Hz_y,12 Hz_x,12 Hz_y,16 Hz_x,16 Hz_y
237,-0.5699999999999998,10.0,-0.5699999999999998,10.0,-0.5699999999999998,13.333333333333332,-0.5699999999999998,10.0,-0.5699999999999998,10.0
238,-0.56,10.0,-0.56,10.0,-0.56,13.333333333333332,-0.56,10.0,-0.56,10.0
239,-0.5499999999999998,10.0,-0.5499999999999998,10.0,-0.5499999999999998,13.333333333333332,-0.5499999999999998,10.0,-0.5499999999999998,10.0
240,-0.54,10.0,-0.54,10.0,-0.54,13.333333333333332,-0.54,6.666666666666666,-0.54,10.0
241,-0.5299999999999998,10.0,-0.5299999999999998,10.0,-0.5299999999999998,13.333333333333332,-0.5299999999999998,6.666666666666666,-0.5299999999999998,10.0
242,-0.52,10.0,-0.52,10.0,-0.52,13.333333333333332,-0.52,10.0,-0.52,10.0
243,-0.5099999999999998,10.0,-0.5099999999999998,10.0,-0.5099999999999998,13.333333333333332,-0.5099999999999998,10.0,-0.5099999999999998,10.0
244,-0.5,10.0,-0.5,6.666666666666666,-0.5,13.333333333333332,-0.5,10.0,-0.5,10.0
245,-0.48999999999999977,10.0,-0.48999999999999977,6.666666666666666,-0.48999999999999977,13.333333333333332,-0.48999999999999977,10.0,-0.48999999999999977,6.666666666666666
246,-0.48,10.0,-0.48,6.666666666666666,-0.48,13.333333333333332,-0.48,10.0,-0.48,6.666666666666666
247,-0.46999999999999975,6.666666666666666,-0.46999999999999975,6.666666666666666,-0.46999999999999975,13.333333333333332,-0.46999999999999975,10.0,-0.46999999999999975,6.666666666666666
248,-0.45999999999999996,6.666666666666666,-0.45999999999999996,6.666666666666666,-0.45999999999999996,13.333333333333332,-0.45999999999999996,6.666666666666666,-0.45999999999999996,6.666666666666666
249,-0.44999999999999973,6.666666666666666,-0.44999999999999973,6.666666666666666,-0.44999999999999973,10.0,-0.44999999999999973,6.666666666666666,-0.44999999999999973,6.666666666666666
250,-0.43999999999999995,6.666666666666666,-0.43999999999999995,3.333333333333333,-0.43999999999999995,10.0,-0.43999999999999995,6.666666666666666,-0.43999999999999995,6.666666666666666
251,-0.4299999999999997,6.666666666666666,-0.4299999999999997,3.333333333333333,-0.4299999999999997,10.0,-0.4299999999999997,6.666666666666666,-0.4299999999999997,6.666666666666666
252,-0.41999999999999993,6.666666666666666,-0.41999999999999993,3.333333333333333,-0.41999999999999993,10.0,-0.41999999999999993,6.666666666666666,-0.41999999999999993,3.333333333333333
253,-0.4099999999999997,3.333333333333333,-0.4099999999999997,3.333333333333333,-0.4099999999999997,6.666666666666666,-0.4099999999999997,3.333333333333333,-0.4099999999999997,3.333333333333333
254,-0.3999999999999999,3.333333333333333,-0.3999999999999999,3.333333333333333,-0.3999999999999999,6.666666666666666,-0.3999999999999999,3.333333333333333,-0.3999999999999999,3.333333333333333
255,-0.3899999999999997,3.333333333333333,-0.3899999999999997,3.333333333333333,-0.3899999999999997,6.666666666666666,-0.3899999999999997,3.333333333333333,-0.3899999999999997,3.333333333333333
256,-0.3799999999999999,3.333333333333333,-0.3799999999999999,3.333333333333333,-0.3799999999999999,3.333333333333333,-0.3799999999999999,3.333333333333333,-0.3799999999999999,3.333333333333333
257,-0.3700000000000001,3.333333333333333,-0.3700000000000001,3.333333333333333,-0.3700000000000001,3.333333333333333,-0.3700000000000001,3.333333333333333,-0.3700000000000001,3.333333333333333
258,-0.3599999999999999,3.333333333333333,-0.3599999999999999,3.333333333333333,-0.3599999999999999,3.333333333333333,-0.3599999999999999,3.333333333333333,-0.3599999999999999,3.333333333333333
259,-0.3500000000000001,3.333333333333333,-0.3500000000000001,0.0,-0.3500000000000001,3.333333333333333,-0.3500000000000001,3.333333333333333,-0.3500000000000001,3.333333333333333
260,-0.33999999999999986,3.333333333333333,-0.33999999999999986,0.0,-0.33999999999999986,3.333333333333333,-0.33999999999999986,3.333333333333333,-0.33999999999999986,3.333333333333333
261,-0.33000000000000007,0.0,-0.33000000000000007,0.0,-0.33000000000000007,3.333333333333333,-0.33000000000000007,3.333333333333333,-0.33000000000000007,0.0
262,-0.31999999999999984,0.0,-0.31999999999999984,0.0,-0.31999999999999984,3.333333333333333,-0.31999999999999984,3.333333333333333,-0.31999999999999984,0.0
263,-0.31000000000000005,0.0,-0.31000000000000005,0.0,-0.31000000000000005,3.333333333333333,-0.31000000000000005,3.333333333333333,-0.31000000000000005,0.0
264,-0.2999999999999998,0.0,-0.2999999999999998,0.0,-0.2999999999999998,3.333333333333333,-0.2999999999999998,3.333333333333333,-0.2999999999999998,0.0
265,-0.29000000000000004,0.0,-0.29000000000000004,0.0,-0.29000000000000004,3.333333333333333,-0.29000000000000004,3.333333333333333,-0.29000000000000004,0.0
266,-0.2799999999999998,0.0,-0.2799999999999998,0.0,-0.2799999999999998,3.333333333333333,-0.2799999999999998,3.333333333333333,-0.2799999999999998,0.0
267,-0.27,0.0,-0.27,0.0,-0.27,3.333333333333333,-0.27,3.333333333333333,-0.27,0.0
268,-0.2599999999999998,0.0,-0.2599999999999998,0.0,-0.2599999999999998,0.0,-0.2599999999999998,3.333333333333333,-0.2599999999999998,0.0
269,-0.25,0.0,-0.25,0.0,-0.25,0.0,-0.25,0.0,-0.25,0.0
270,-0.23999999999999977,0.0,-0.23999999999999977,0.0,-0.23999999999999977,0.0,-0.23999999999999977,0.0,-0.23999999999999977,0.0
271,-0.22999999999999998,0.0,-0.22999999999999998,0.0,-0.22999999999999998,0.0,-0.22999999999999998,0.0,-0.22999999999999998,0.0
272,-0.21999999999999975,0.0,-0.21999999999999975,0.0,-0.21999999999999975,0.0,-0.21999999999999975,0.0,-0.21999999999999975,0.0
273,-0.20999999999999996,0.0,-0.20999999999999996,0.0,-0.20999999999999996,0.0,-0.20999999999999996,0.0,-0.20999999999999996,0.0
274,-0.19999999999999973,0.0,-0.19999999999999973,0.0,-0.19999999999999973,0.0,-0.19999999999999973,0.0,-0.19999999999999973,0.0
275,-0.18999999999999995,0.0,-0.18999999999999995,0.0,-0.18999999999999995,0.0,-0.18999999999999995,0.0,-0.18999999999999995,0.0
276,-0.17999999999999972,0.0,-0.17999999999999972,0.0,-0.17999999999999972,0.0,-0.17999999999999972,0.0,-0.17999999999999972,0.0
277,-0.16999999999999993,0.0,-0.16999999999999993,0.0,-0.16999999999999993,0.0,-0.16999999999999993,0.0,-0.16999999999999993,0.0
278,-0.1599999999999997,0.0,-0.1599999999999997,0.0,-0.1599999999999997,0.0,-0.1599999999999997,0.0,-0.1599999999999997,0.0
279,-0.1499999999999999,0.0,-0.1499999999999999,0.0,-0.1499999999999999,0.0,-0.1499999999999999,0.0,-0.1499999999999999,0.0
280,-0.13999999999999968,0.0,-0.13999999999999968,0.0,-0.13999999999999968,0.0,-0.13999999999999968,0.0,-0.13999999999999968,0.0
281,-0.1299999999999999,0.0,-0.1299999999999999,0.0,-0.1299999999999999,0.0,-0.1299999999999999,0.0,-0.1299999999999999,0.0
282,-0.1200000000000001,0.0,-0.1200000000000001,0.0,-0.1200000000000001,0.0,-0.1200000000000001,0.0,-0.1200000000000001,0.0
283,-0.10999999999999988,0.0,-0.10999999999999988,0.0,-0.10999999999999988,0.0,-0.10999999999999988,0.0,-0.10999999999999988,0.0
284,-0.10000000000000009,0.0,-0.10000000000000009,0.0,-0.10000000000000009,0.0,-0.10000000000000009,0.0,-0.10000000000000009,0.0
285,-0.08999999999999986,0.0,-0.08999999999999986,0.0,-0.08999999999999986,0.0,-0.08999999999999986,0.0,-0.08999999999999986,0.0
286,-0.08000000000000007,0.0,-0.08000000000000007,0.0,-0.08000000000000007,0.0,-0.08000000000000007,0.0,-0.08000000000000007,0.0
287,-0.06999999999999984,0.0,-0.06999999999999984,0.0,-0.06999999999999984,0.0,-0.06999999999999984,0.0,-0.06999999999999984,0.0
288,-0.06000000000000005,0.0,-0.06000000000000005,0.0,-0.06000000000000005,0.0,-0.06000000000000005,0.0,-0.06000000000000005,0.0
289,-0.04999999999999982,0.0,-0.04999999999999982,0.0,-0.04999999999999982,0.0,-0.04999999999999982,0.0,-0.04999999999999982,0.0
290,-0.040000000000000036,0.0,-0.040000000000000036,0.0,-0.040000000000000036,0.0,-0.040000000000000036,0.0,-0.040000000000000036,0.0
291,-0.029999999999999805,0.0,-0.029999999999999805,0.0,-0.029999999999999805,0.0,-0.029999999999999805,0.0,-0.029999999999999805,0.0
292,-0.020000000000000018,0.0,-0.020000000000000018,0.0,-0.020000000000000018,0.0,-0.020000000000000018,0.0,-0.020000000000000018,0.0
293,-0.009999999999999787,0.0,-0.009999999999999787,0.0,-0.009999999999999787,0.0,-0.009999999999999787,0.0,-0.009999999999999787,0.0
294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,0.010000000000000231,0.0,0.010000000000000231,0.0,0.010000000000000231,0.0,0.010000000000000231,0.0,0.010000000000000231,0.0
296,0.020000000000000018,0.0,0.020000000000000018,0.0,0.020000000000000018,0.0,0.020000000000000018,0.0,0.020000000000000018,0.0
297,0.03000000000000025,0.0,0.03000000000000025,0.0,0.03000000000000025,0.0,0.03000000000000025,0.0,0.03000000000000025,0.0
298,0.040000000000000036,0.0,0.040000000000000036,0.0,0.040000000000000036,0.0,0.040000000000000036,0.0,0.040000000000000036,0.0
299,0.050000000000000266,3.333333333333333,0.050000000000000266,3.333333333333333,0.050000000000000266,3.333333333333333,0.050000000000000266,3.333333333333333,0.050000000000000266,3.333333333333333
300,0.06000000000000005,6.666666666666666,0.06000000000000005,6.666666666666666,0.06000000000000005,6.666666666666666,0.06000000000000005,6.666666666666666,0.06000000000000005,6.666666666666666
301,0.07000000000000028,13.333333333333332,0.07000000000000028,13.333333333333332,0.07000000000000028,13.333333333333332,0.07000000000000028,13.333333333333332,0.07000000000000028,13.333333333333332
302,0.08000000000000007,23.333333333333332,0.08000000000000007,23.333333333333332,0.08000000000000007,23.333333333333332,0.08000000000000007,23.333333333333332,0.08000000000000007,23.333333333333332
303,0.0900000000000003,36.666666666666664,0.0900000000000003,33.33333333333333,0.0900000000000003,36.666666666666664,0.0900000000000003,36.666666666666664,0.0900000000000003,36.666666666666664
304,0.10000000000000009,50.0,0.10000000000000009,50.0,0.10000000000000009,50.0,0.10000000000000009,53.33333333333333,0.10000000000000009,50.0
305,0.11000000000000032,66.66666666666666,0.11000000000000032,63.33333333333333,0.11000000000000032,66.66666666666666,0.11000000000000032,66.66666666666666,0.11000000000000032,66.66666666666666
306,0.1200000000000001,76.66666666666667,0.1200000000000001,73.33333333333333,0.1200000000000001,80.0,0.1200000000000001,80.0,0.1200000000000001,76.66666666666667
307,0.13000000000000034,83.33333333333333,0.13000000000000034,80.0,0.13000000000000034,83.33333333333333,0.13000000000000034,86.66666666666667,0.13000000000000034,83.33333333333333
308,0.14000000000000012,83.33333333333333,0.14000000000000012,80.0,0.14000000000000012,83.33333333333333,0.14000000000000012,83.33333333333333,0.14000000000000012,80.0
309,0.1499999999999999,76.66666666666667,0.1499999999999999,73.33333333333333,0.1499999999999999,76.66666666666667,0.1499999999999999,76.66666666666667,0.1499999999999999,73.33333333333333
310,0.16000000000000014,66.66666666666666,0.16000000000000014,63.33333333333333,0.16000000000000014,66.66666666666666,0.16000000000000014,66.66666666666666,0.16000000000000014,63.33333333333333
311,0.16999999999999993,53.33333333333333,0.16999999999999993,50.0,0.16999999999999993,53.33333333333333,0.16999999999999993,53.33333333333333,0.16999999999999993,50.0
312,0.18000000000000016,43.333333333333336,0.18000000000000016,40.0,0.18000000000000016,43.333333333333336,0.18000000000000016,43.333333333333336,0.18000000000000016,40.0
313,0.18999999999999995,33.33333333333333,0.18999999999999995,33.33333333333333,0.18999999999999995,33.33333333333333,0.18999999999999995,33.33333333333333,0.18999999999999995,30.0
314,0.20000000000000018,26.666666666666664,0.20000000000000018,26.666666666666664,0.20000000000000018,30.0,0.20000000000000018,30.0,0.20000000000000018,23.333333333333332
315,0.20999999999999996,20.0,0.20999999999999996,23.333333333333332,0.20999999999999996,23.333333333333332,0.20999999999999996,23.333333333333332,0.20999999999999996,20.0
316,0.2200000000000002,16.666666666666664,0.2200000000000002,20.0,0.2200000000000002,23.333333333333332,0.2200000000000002,20.0,0.2200000000000002,16.666666666666664
317,0.22999999999999998,13.333333333333332,0.22999999999999998,20.0,0.22999999999999998,20.0,0.22999999999999998,20.0,0.22999999999999998,16.666666666666664
318,0.2400000000000002,13.333333333333332,0.2400000000000002,16.666666666666664,0.2400000000000002,20.0,0.2400000000000002,16.666666666666664,0.2400000000000002,16.666666666666664
319,0.25,13.333333333333332,0.25,16.666666666666664,0.25,16.666666666666664,0.25,16.666666666666664,0.25,16.666666666666664
320,0.26000000000000023,13.333333333333332,0.26000000000000023,16.666666666666664,0.26000000000000023,16.666666666666664,0.26000000000000023,13.333333333333332,0.26000000000000023,16.666666666666664
321,0.27,13.333333333333332,0.27,16.666666666666664,0.27,13.333333333333332,0.27,13.333333333333332,0.27,16.666666666666664
322,0.28000000000000025,13.333333333333332,0.28000000000000025,16.666666666666664,0.28000000000000025,13.333333333333332,0.28000000000000025,13.333333333333332,0.28000000000000025,16.666666666666664
323,0.29000000000000004,13.333333333333332,0.29000000000000004,16.666666666666664,0.29000000000000004,13.333333333333332,0.29000000000000004,13.333333333333332,0.29000000000000004,16.666666666666664
324,0.30000000000000027,13.333333333333332,0.30000000000000027,20.0,0.30000000000000027,13.333333333333332,0.30000000000000027,13.333333333333332,0.30000000000000027,20.0
325,0.31000000000000005,16.666666666666664,0.31000000000000005,20.0,0.31000000000000005,16.666666666666664,0.31000000000000005,13.333333333333332,0.31000000000000005,20.0
326,0.3200000000000003,20.0,0.3200000000000003,23.333333333333332,0.3200000000000003,20.0,0.3200000000000003,16.666666666666664,0.3200000000000003,23.333333333333332
327,0.33000000000000007,26.666666666666664,0.33000000000000007,26.666666666666664,0.33000000000000007,26.666666666666664,0.33000000000000007,20.0,0.33000000000000007,26.666666666666664
328,0.3400000000000003,30.0,0.3400000000000003,30.0,0.3400000000000003,33.33333333333333,0.3400000000000003,23.333333333333332,0.3400000000000003,33.33333333333333
329,0.3500000000000001,33.33333333333333,0.3500000000000001,33.33333333333333,0.3500000000000001,36.666666666666664,0.3500000000000001,26.666666666666664,0.3500000000000001,36.666666666666664
330,0.3600000000000003,36.666666666666664,0.3600000000000003,36.666666666666664,0.3600000000000003,43.333333333333336,0.3600000000000003,33.33333333333333,0.3600000000000003,40.0
331,0.3700000000000001,36.666666666666664,0.3700000000000001,36.666666666666664,0.3700000000000001,46.666666666666664,0.3700000000000001,36.666666666666664,0.3700000000000001,40.0
332,0.38000000000000034,36.666666666666664,0.38000000000000034,36.666666666666664,0.38000000000000034,46.666666666666664,0.38000000000000034,36.666666666666664,0.38000000000000034,40.0
333,0.3900000000000001,36.666666666666664,0.3900000000000001,33.33333333333333,0.3900000000000001,43.333333333333336,0.3900000000000001,40.0,0.3900000000000001,36.666666666666664
334,0.3999999999999999,33.33333333333333,0.3999999999999999,33.33333333333333,0.3999999999999999,40.0,0.3999999999999999,36.666666666666664,0.3999999999999999,33.33333333333333
335,0.41000000000000014,30.0,0.41000000000000014,30.0,0.41000000000000014,33.33333333333333,0.41000000000000014,36.666666666666664,0.41000000000000014,30.0
336,0.41999999999999993,26.666666666666664,0.41999999999999993,26.666666666666664,0.41999999999999993,26.666666666666664,0.41999999999999993,33.33333333333333,0.41999999999999993,26.666666666666664
337,0.43000000000000016,23.333333333333332,0.43000000000000016,23.333333333333332,0.43000000000000016,20.0,0.43000000000000016,26.666666666666664,0.43000000000000016,20.0
338,0.43999999999999995,16.666666666666664,0.43999999999999995,16.666666666666664,0.43999999999999995,16.666666666666664,0.43999999999999995,23.333333333333332,0.43999999999999995,16.666666666666664
339,0.4500000000000002,13.333333333333332,0.4500000000000002,13.333333333333332,0.4500000000000002,10.0,0.4500000000000002,16.666666666666664,0.4500000000000002,13.333333333333332
340,0.45999999999999996,10.0,0.45999999999999996,10.0,0.45999999999999996,6.666666666666666,0.45999999999999996,13.333333333333332,0.45999999999999996,6.666666666666666
341,0.4700000000000002,6.666666666666666,0.4700000000000002,6.666666666666666,0.4700000000000002,3.333333333333333,0.4700000000000002,10.0,0.4700000000000002,6.666666666666666
342,0.48,3.333333333333333,0.48,3.333333333333333,0.48,0.0,0.48,6.666666666666666,0.48,3.333333333333333
343,0.4900000000000002,0.0,0.4900000000000002,3.333333333333333,0.4900000000000002,0.0,0.4900000000000002,3.333333333333333,0.4900000000000002,0.0
344,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0
345,0.5100000000000002,0.0,0.5100000000000002,0.0,0.5100000000000002,0.0,0.5100000000000002,0.0,0.5100000000000002,0.0
346,0.52,0.0,0.52,0.0,0.52,0.0,0.52,0.0,0.52,0.0
347,0.5300000000000002,0.0,0.5300000000000002,0.0,0.5300000000000002,0.0,0.5300000000000002,0.0,0.5300000000000002,0.0
348,0.54,0.0,0.54,0.0,0.54,0.0,0.54,0.0,0.54,0.0
349,0.5500000000000003,0.0,0.5500000000000003,0.0,0.5500000000000003,0.0,0.5500000000000003,0.0,0.5500000000000003,0.0
350,0.56,0.0,0.56,0.0,0.56,0.0,0.56,0.0,0.56,0.0
351,0.5700000000000003,0.0,0.5700000000000003,0.0,0.5700000000000003,0.0,0.5700000000000003,0.0,0.5700000000000003,0.0
352,0.5800000000000001,0.0,0.5800000000000001,0.0,0.5800000000000001,0.0,0.5800000000000001,0.0,0.5800000000000001,0.0
353,0.5900000000000003,0.0,0.5900000000000003,0.0,0.5900000000000003,0.0,0.5900000000000003,0.0,0.5900000000000003,0.0
354,0.6000000000000001,0.0,0.6000000000000001,0.0,0.6000000000000001,0.0,0.6000000000000001,0.0,0.6000000000000001,0.0
355,0.6100000000000003,0.0,0.6100000000000003,0.0,0.6100000000000003,0.0,0.6100000000000003,0.0,0.6100000000000003,0.0
356,0.6200000000000001,0.0,0.6200000000000001,0.0,0.6200000000000001,0.0,0.6200000000000001,0.0,0.6200000000000001,0.0
357,0.6300000000000003,0.0,0.6300000000000003,0.0,0.6300000000000003,0.0,0.6300000000000003,0.0,0.6300000000000003,0.0
358,0.6400000000000001,0.0,0.6400000000000001,0.0,0.6400000000000001,0.0,0.6400000000000001,0.0,0.6400000000000001,0.0
359,0.6499999999999999,0.0,0.6499999999999999,0.0,0.6499999999999999,0.0,0.6499999999999999,0.0,0.6499999999999999,0.0
360,0.6600000000000001,0.0,0.6600000000000001,0.0,0.6600000000000001,0.0,0.6600000000000001,0.0,0.6600000000000001,0.0
361,0.6699999999999999,0.0,0.6699999999999999,0.0,0.6699999999999999,0.0,0.6699999999999999,0.0,0.6699999999999999,0.0
362,0.6800000000000002,0.0,0.6800000000000002,0.0,0.6800000000000002,0.0,0.6800000000000002,0.0,0.6800000000000002,0.0
363,0.69,0.0,0.69,0.0,0.69,0.0,0.69,0.0,0.69,0.0
364,0.7000000000000002,0.0,0.7000000000000002,0.0,0.7000000000000002,0.0,0.7000000000000002,0.0,0.7000000000000002,0.0
365,0.71,0.0,0.71,0.0,0.71,0.0,0.71,0.0,0.71,0.0
366,0.7200000000000002,0.0,0.7200000000000002,0.0,0.7200000000000002,0.0,0.7200000000000002,0.0,0.7200000000000002,0.0
367,0.73,0.0,0.73,0.0,0.73,0.0,0.73,0.0,0.73,0.0
368,0.7400000000000002,0.0,0.7400000000000002,0.0,0.7400000000000002,0.0,0.7400000000000002,0.0,0.7400000000000002,0.0
369,0.75,0.0,0.75,0.0,0.75,0.0,0.75,0.0,0.75,0.0
370,0.7600000000000002,0.0,0.7600000000000002,0.0,0.7600000000000002,0.0,0.7600000000000002,0.0,0.7600000000000002,0.0
371,0.77,0.0,0.77,0.0,0.77,0.0,0.77,0.0,0.77,0.0
372,0.7800000000000002,0.0,0.7800000000000002,0.0,0.7800000000000002,0.0,0.7800000000000002,0.0,0.7800000000000002,0.0
373,0.79,0.0,0.79,0.0,0.79,0.0,0.79,0.0,0.79,0.0
374,0.8000000000000003,0.0,0.8000000000000003,0.0,0.8000000000000003,0.0,0.8000000000000003,0.0,0.8000000000000003,0.0
375,0.81,0.0,0.81,0.0,0.81,0.0,0.81,0.0,0.81,0.0
376,0.8200000000000003,0.0,0.8200000000000003,0.0,0.8200000000000003,0.0,0.8200000000000003,0.0,0.8200000000000003,0.0
377,0.8300000000000001,0.0,0.8300000000000001,0.0,0.8300000000000001,0.0,0.8300000000000001,0.0,0.8300000000000001,0.0
378,0.8400000000000003,0.0,0.8400000000000003,0.0,0.8400000000000003,0.0,0.8400000000000003,0.0,0.8400000000000003,0.0
379,0.8500000000000001,0.0,0.8500000000000001,0.0,0.8500000000000001,0.0,0.8500000000000001,0.0,0.8500000000000001,0.0
380,0.8600000000000003,0.0,0.8600000000000003,0.0,0.8600000000000003,0.0,0.8600000000000003,0.0,0.8600000000000003,0.0
381,0.8700000000000001,0.0,0.8700000000000001,0.0,0.8700000000000001,0.0,0.8700000000000001,0.0,0.8700000000000001,0.0
382,0.8800000000000003,0.0,0.8800000000000003,0.0,0.8800000000000003,0.0,0.8800000000000003,0.0,0.8800000000000003,0.0
383,0.8900000000000001,0.0,0.8900000000000001,0.0,0.8900000000000001,0.0,0.8900000000000001,0.0,0.8900000000000001,0.0
384,0.8999999999999999,0.0,0.8999999999999999,0.0,0.8999999999999999,0.0,0.8999999999999999,0.0,0.8999999999999999,0.0
385,0.9100000000000001,0.0,0.9100000000000001,0.0,0.9100000000000001,0.0,0.9100000000000001,0.0,0.9100000000000001,0.0
386,0.9199999999999999,0.0,0.9199999999999999,0.0,0.9199999999999999,0.0,0.9199999999999999,0.0,0.9199999999999999,0.0
387,0.9300000000000002,0.0,0.9300000000000002,0.0,0.9300000000000002,0.0,0.9300000000000002,0.0,0.9300000000000002,0.0
388,0.94,0.0,0.94,0.0,0.94,0.0,0.94,0.0,0.94,0.0
389,0.9500000000000002,0.0,0.9500000000000002,0.0,0.9500000000000002,0.0,0.9500000000000002,0.0,0.9500000000000002,0.0
390,0.96,0.0,0.96,0.0,0.96,0.0,0.96,0.0,0.96,0.0
391,0.9700000000000002,0.0,0.9700000000000002,0.0,0.9700000000000002,0.0,0.9700000000000002,0.0,0.9700000000000002,0.0
392,0.98,0.0,0.98,0.0,0.98,0.0,0.98,0.0,0.98,0.0
393,0.9900000000000002,0.0,0.9900000000000002,0.0,0.9900000000000002,0.0,0.9900000000000002,0.0,0.9900000000000002,0.0
394,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
395,1.0100000000000002,0.0,1.0100000000000002,0.0,1.0100000000000002,0.0,1.0100000000000002,0.0,1.0100000000000002,0.0
396,1.02,0.0,1.02,0.0,1.02,0.0,1.02,0.0,1.02,0.0
397,1.0300000000000002,0.0,1.0300000000000002,0.0,1.0300000000000002,0.0,1.0300000000000002,0.0,1.0300000000000002,0.0
398,1.04,0.0,1.04,0.0,1.04,0.0,1.04,0.0,1.04,0.0
399,1.0500000000000003,0.0,1.0500000000000003,0.0,1.0500000000000003,0.0,1.0500000000000003,0.0,1.0500000000000003,0.0
400,1.06,0.0,1.06,0.0,1.06,0.0,1.06,0.0,1.06,0.0
401,1.0699999999999998,0.0,1.0699999999999998,0.0,1.0699999999999998,0.0,1.0699999999999998,0.0,1.0699999999999998,0.0
402,1.0800000000000005,0.0,1.0800000000000005,0.0,1.0800000000000005,0.0,1.0800000000000005,0.0,1.0800000000000005,0.0
403,1.0900000000000003,0.0,1.0900000000000003,0.0,1.0900000000000003,0.0,1.0900000000000003,0.0,1.0900000000000003,0.0
404,1.1,0.0,1.1,0.0,1.1,0.0,1.1,0.0,1.1,0.0
405,1.1099999999999999,0.0,1.1099999999999999,0.0,1.1099999999999999,0.0,1.1099999999999999,0.0,1.1099999999999999,0.0
406,1.1200000000000006,0.0,1.1200000000000006,0.0,1.1200000000000006,0.0,1.1200000000000006,0.0,1.1200000000000006,0.0
407,1.1300000000000003,0.0,1.1300000000000003,0.0,1.1300000000000003,0.0,1.1300000000000003,0.0,1.1300000000000003,0.0
408,1.1400000000000001,0.0,1.1400000000000001,0.0,1.1400000000000001,0.0,1.1400000000000001,0.0,1.1400000000000001,0.0
409,1.15,0.0,1.15,0.0,1.15,0.0,1.15,0.0,1.15,0.0
410,1.1599999999999997,0.0,1.1599999999999997,0.0,1.1599999999999997,0.0,1.1599999999999997,0.0,1.1599999999999997,0.0
411,1.1700000000000004,0.0,1.1700000000000004,0.0,1.1700000000000004,0.0,1.1700000000000004,0.0,1.1700000000000004,0.0
412,1.1800000000000002,0.0,1.1800000000000002,0.0,1.1800000000000002,0.0,1.1800000000000002,0.0,1.1800000000000002,0.0
413,1.19,0.0,1.19,0.0,1.19,0.0,1.19,0.0,1.19,0.0
414,1.1999999999999997,0.0,1.1999999999999997,0.0,1.1999999999999997,0.0,1.1999999999999997,0.0,1.1999999999999997,0.0
415,1.2100000000000004,0.0,1.2100000000000004,0.0,1.2100000000000004,0.0,1.2100000000000004,0.0,1.2100000000000004,0.0
416,1.2200000000000002,0.0,1.2200000000000002,0.0,1.2200000000000002,0.0,1.2200000000000002,0.0,1.2200000000000002,0.0
417,1.23,0.0,1.23,0.0,1.23,0.0,1.23,0.0,1.23,0.0
418,1.2399999999999998,0.0,1.2399999999999998,0.0,1.2399999999999998,0.0,1.2399999999999998,0.0,1.2399999999999998,0.0
419,1.2500000000000004,0.0,1.2500000000000004,0.0,1.2500000000000004,0.0,1.2500000000000004,0.0,1.2500000000000004,0.0
420,1.2600000000000002,0.0,1.2600000000000002,0.0,1.2600000000000002,0.0,1.2600000000000002,0.0,1.2600000000000002,0.0
421,1.27,0.0,1.27,0.0,1.27,0.0,1.27,0.0,1.27,0.0
422,1.2799999999999998,0.0,1.2799999999999998,0.0,1.2799999999999998,0.0,1.2799999999999998,0.0,1.2799999999999998,0.0
423,1.2900000000000005,0.0,1.2900000000000005,0.0,1.2900000000000005,0.0,1.2900000000000005,0.0,1.2900000000000005,0.0
424,1.3000000000000003,0.0,1.3000000000000003,0.0,1.3000000000000003,0.0,1.3000000000000003,0.0,1.3000000000000003,0.0
425,1.31,0.0,1.31,0.0,1.31,0.0,1.31,0.0,1.31,0.0
426,1.3199999999999998,0.0,1.3199999999999998,0.0,1.3199999999999998,0.0,1.3199999999999998,0.0,1.3199999999999998,0.0
427,1.3300000000000005,0.0,1.3300000000000005,0.0,1.3300000000000005,0.0,1.3300000000000005,0.0,1.3300000000000005,0.0
428,1.3400000000000003,0.0,1.3400000000000003,0.0,1.3400000000000003,0.0,1.3400000000000003,0.0,1.3400000000000003,0.0
429,1.35,0.0,1.35,0.0,1.35,0.0,1.35,0.0,1.35,0.0
430,1.3599999999999999,0.0,1.3599999999999999,0.0,1.3599999999999999,0.0,1.3599999999999999,0.0,1.3599999999999999,0.0
431,1.3700000000000006,0.0,1.3700000000000006,0.0,1.3700000000000006,0.0,1.3700000000000006,0.0,1.3700000000000006,0.0
432,1.3800000000000003,0.0,1.3800000000000003,0.0,1.3800000000000003,0.0,1.3800000000000003,0.0,1.3800000000000003,0.0
433,1.3900000000000001,0.0,1.3900000000000001,0.0,1.3900000000000001,0.0,1.3900000000000001,0.0,1.3900000000000001,0.0
434,1.4,0.0,1.4,0.0,1.4,0.0,1.4,0.0,1.4,0.0
435,1.4100000000000006,0.0,1.4100000000000006,0.0,1.4100000000000006,0.0,1.4100000000000006,0.0,1.4100000000000006,0.0
436,1.4200000000000004,0.0,1.4200000000000004,0.0,1.4200000000000004,0.0,1.4200000000000004,0.0,1.4200000000000004,0.0
437,1.4300000000000002,0.0,1.4300000000000002,0.0,1.4300000000000002,0.0,1.4300000000000002,0.0,1.4300000000000002,0.0
