,_control_x,_control_y,_strychnine_x,_strychnine_y
0,170,115.57489778881349,170,5.871218491891901
1,120,64.6753323201404,120,-1.1925912561655294
2,100,39.07466003504385,100,-3.669511557432452
3,80,11.55408783587497,80,7.33902311486485
4,60,0.0,60,0.0
