,6 Hz_x,6 Hz_y
432,0.3000000000000007,33.33333333333333
433,0.3100000000000005,33.33333333333333
434,0.3200000000000003,33.33333333333333
435,0.33000000000000096,33.33333333333333
436,0.34000000000000075,30.0
437,0.35000000000000053,30.0
438,0.3600000000000003,30.0
439,0.3700000000000001,26.666666666666664
440,0.3800000000000008,23.333333333333332
441,0.39000000000000057,20.0
442,0.40000000000000036,16.666666666666664
443,0.41000000000000014,13.333333333333332
444,0.4200000000000008,13.333333333333332
445,0.4300000000000006,10.0
446,0.4400000000000004,10.0
447,0.4500000000000002,6.666666666666666
448,0.46000000000000085,6.666666666666666
449,0.47000000000000064,6.666666666666666
450,0.4800000000000004,6.666666666666666
451,0.4900000000000002,3.333333333333333
452,0.5000000000000009,3.333333333333333
453,0.5100000000000007,3.333333333333333
454,0.5200000000000005,0.0
455,0.5300000000000002,0.0
456,0.5400000000000009,0.0
457,0.5500000000000007,0.0
458,0.5600000000000005,0.0
459,0.5700000000000003,0.0
460,0.580000000000001,0.0
461,0.5900000000000007,0.0
462,0.6000000000000005,0.0
463,0.6100000000000003,0.0
464,0.6200000000000001,0.0
465,0.6300000000000008,0.0
466,0.6400000000000006,0.0
467,0.6500000000000004,0.0
468,0.6600000000000001,0.0
469,0.6700000000000008,0.0
470,0.6800000000000006,0.0
471,0.6900000000000004,0.0
472,0.7000000000000002,0.0
473,0.7100000000000009,0.0
474,0.7200000000000006,0.0
475,0.7300000000000004,0.0
476,0.7400000000000002,0.0
477,0.7500000000000009,0.0
478,0.7600000000000007,0.0
479,0.7700000000000005,0.0
480,0.7800000000000002,0.0
481,0.7900000000000009,0.0
482,0.8000000000000007,0.0
483,0.8100000000000005,0.0
484,0.8200000000000003,0.0
485,0.830000000000001,0.0
486,0.8400000000000007,0.0
487,0.8500000000000005,0.0
488,0.8600000000000003,0.0
489,0.8700000000000001,0.0
490,0.8800000000000008,0.0
491,0.8900000000000006,0.0
492,0.9000000000000004,0.0
493,0.9100000000000001,0.0
494,0.9200000000000008,0.0
495,0.9300000000000006,0.0
496,0.9400000000000004,0.0
497,0.9500000000000002,0.0
498,0.9600000000000009,0.0
499,0.9700000000000006,0.0
500,0.9800000000000004,0.0
501,0.9900000000000002,0.0
502,1.0000000000000009,0.0
503,1.0100000000000007,0.0
504,1.0200000000000005,0.0
505,1.0300000000000002,0.0
506,1.040000000000001,0.0
507,1.0500000000000007,0.0
508,1.0600000000000005,0.0
509,1.0700000000000003,0.0
510,1.080000000000001,0.0
511,1.0900000000000007,0.0
512,1.1000000000000005,0.0
513,1.1100000000000003,0.0
514,1.12,0.0
515,1.1300000000000008,0.0
516,1.1400000000000006,0.0
517,1.1500000000000004,0.0
518,1.1600000000000001,0.0
519,1.1700000000000008,0.0
520,1.1800000000000006,0.0
521,1.1900000000000004,0.0
522,1.2000000000000002,0.0
523,1.2100000000000009,0.0
524,1.2200000000000006,0.0
525,1.2300000000000004,0.0
526,1.2400000000000002,0.0
527,1.2500000000000009,0.0
528,1.2600000000000007,0.0
529,1.2700000000000005,0.0
530,1.2800000000000002,0.0
531,1.290000000000001,0.0
532,1.3000000000000007,0.0
533,1.3100000000000005,0.0
534,1.3200000000000003,0.0
535,1.330000000000001,0.0
536,1.3400000000000007,0.0
537,1.3500000000000005,0.0
538,1.3600000000000003,0.0
539,1.37,0.0
540,1.3800000000000008,0.0
541,1.3900000000000006,0.0
542,1.4000000000000004,0.0
543,1.4100000000000001,0.0
544,1.4200000000000008,0.0
545,1.4300000000000006,0.0
546,1.4400000000000004,0.0
547,1.4500000000000002,0.0
548,1.4600000000000009,0.0
549,1.4700000000000006,0.0
550,1.4800000000000004,0.0
551,1.4900000000000002,0.0
552,1.5000000000000009,0.0
553,1.5100000000000007,0.0
554,1.5200000000000005,0.0
555,1.5300000000000002,0.0
556,1.540000000000001,0.0
557,1.5500000000000007,0.0
558,1.5600000000000005,0.0
559,1.5700000000000003,0.0
560,1.580000000000001,0.0
561,1.5900000000000007,0.0
562,1.6000000000000005,0.0
563,1.6100000000000003,0.0
564,1.62,0.0
565,1.6300000000000008,0.0
566,1.6400000000000006,0.0
567,1.6500000000000004,0.0
568,1.6600000000000001,0.0
569,1.6700000000000008,0.0
570,1.6800000000000006,0.0
571,1.6900000000000004,0.0
572,1.7000000000000002,0.0
573,1.7100000000000009,0.0
574,1.7200000000000006,0.0
575,1.7300000000000004,0.0
576,1.7400000000000002,0.0
577,1.7500000000000009,0.0
578,1.7600000000000007,0.0
579,1.7700000000000005,0.0
580,1.7800000000000002,0.0
581,1.790000000000001,0.0
582,1.8000000000000007,0.0
583,1.8100000000000005,0.0
584,1.8200000000000003,0.0
585,1.830000000000001,0.0
586,1.8400000000000007,0.0
587,1.8500000000000005,0.0
588,1.8600000000000003,0.0
589,1.87,0.0
590,1.8800000000000008,0.0
591,1.8900000000000006,0.0
592,1.9000000000000004,0.0
593,1.9100000000000001,0.0
594,1.9200000000000008,0.0
595,1.9300000000000006,0.0
596,1.9400000000000004,0.0
597,1.9500000000000002,0.0
598,1.9600000000000009,0.0
599,1.9700000000000006,0.0
600,1.9800000000000004,0.0
601,1.9900000000000002,0.0
602,2.000000000000001,0.0
603,2.0100000000000007,0.0
