,_control_x,_control_y,_strychnine_x,_strychnine_y
72,-1.7000000000000002,0.0,-1.7000000000000002,0.0
73,-1.6800000000000002,0.0,-1.6800000000000002,0.0
74,-1.6600000000000001,0.0,-1.6600000000000001,0.0
75,-1.6400000000000001,0.0,-1.6400000000000001,0.0
76,-1.62,0.0,-1.62,0.0
77,-1.6,0.0,-1.6,0.0
78,-1.58,0.0,-1.58,0.0
79,-1.56,0.0,-1.56,0.0
80,-1.54,0.0,-1.54,0.0
81,-1.52,0.0,-1.52,0.0
82,-1.5,0.0,-1.5,0.0
83,-1.48,0.0,-1.48,0.0
84,-1.4600000000000002,0.0,-1.4600000000000002,0.0
85,-1.4400000000000002,0.0,-1.4400000000000002,0.0
86,-1.4200000000000002,0.0,-1.4200000000000002,0.0
87,-1.4000000000000001,0.0,-1.4000000000000001,0.0
88,-1.3800000000000001,0.0,-1.3800000000000001,0.0
89,-1.36,0.0,-1.36,0.0
90,-1.34,0.0,-1.34,0.0
91,-1.32,0.0,-1.32,0.0
92,-1.3,0.0,-1.3,0.0
93,-1.28,0.0,-1.28,0.0
94,-1.26,0.0,-1.26,0.0
95,-1.24,0.0,-1.24,0.0
96,-1.2200000000000002,0.0,-1.2200000000000002,0.0
97,-1.2000000000000002,0.0,-1.2000000000000002,0.0
98,-1.1800000000000002,0.0,-1.1800000000000002,0.0
99,-1.1600000000000001,0.0,-1.1600000000000001,0.0
100,-1.1400000000000001,0.0,-1.1400000000000001,0.0
101,-1.12,0.0,-1.12,0.0
102,-1.1,0.0,-1.1,0.0
103,-1.08,0.0,-1.08,0.0
104,-1.06,0.0,-1.06,0.8333333333333333
105,-1.04,0.0,-1.04,0.8333333333333333
106,-1.02,0.0,-1.02,0.8333333333333333
107,-1.0,0.0,-1.0,0.8333333333333333
108,-0.98,0.0,-0.98,0.0
109,-0.96,0.0,-0.96,0.0
110,-0.94,0.0,-0.94,0.0
111,-0.9199999999999999,0.0,-0.9199999999999999,0.0
112,-0.8999999999999999,0.0,-0.8999999999999999,0.0
113,-0.8799999999999999,0.0,-0.8799999999999999,0.0
114,-0.8599999999999999,0.8333333333333333,-0.8599999999999999,0.0
115,-0.8399999999999999,0.8333333333333333,-0.8399999999999999,0.0
116,-0.8200000000000003,0.8333333333333333,-0.8200000000000003,0.0
117,-0.8000000000000003,0.8333333333333333,-0.8000000000000003,0.0
118,-0.7800000000000002,0.8333333333333333,-0.7800000000000002,0.0
119,-0.7600000000000002,0.8333333333333333,-0.7600000000000002,0.0
120,-0.7400000000000002,0.8333333333333333,-0.7400000000000002,0.0
121,-0.7200000000000002,0.0,-0.7200000000000002,0.0
122,-0.7000000000000002,0.0,-0.7000000000000002,0.0
123,-0.6800000000000002,0.0,-0.6800000000000002,0.0
124,-0.6600000000000001,0.0,-0.6600000000000001,0.0
125,-0.6400000000000001,0.0,-0.6400000000000001,0.0
126,-0.6200000000000001,0.0,-0.6200000000000001,0.0
127,-0.6000000000000001,0.0,-0.6000000000000001,0.0
128,-0.5800000000000001,0.0,-0.5800000000000001,0.0
129,-0.56,0.0,-0.56,0.0
130,-0.54,0.0,-0.54,0.0
131,-0.52,0.0,-0.52,0.0
132,-0.5,0.0,-0.5,0.0
133,-0.48,0.0,-0.48,0.0
134,-0.45999999999999996,0.0,-0.45999999999999996,0.0
135,-0.43999999999999995,0.0,-0.43999999999999995,0.0
136,-0.41999999999999993,0.0,-0.41999999999999993,0.0
137,-0.3999999999999999,0.0,-0.3999999999999999,0.0
138,-0.3799999999999999,0.0,-0.3799999999999999,0.0
139,-0.3599999999999999,0.0,-0.3599999999999999,0.0
140,-0.33999999999999986,0.0,-0.33999999999999986,0.0
141,-0.3200000000000003,0.0,-0.3200000000000003,0.0
142,-0.30000000000000027,0.0,-0.30000000000000027,0.0
143,-0.28000000000000025,0.0,-0.28000000000000025,0.0
144,-0.26000000000000023,0.0,-0.26000000000000023,0.0
145,-0.2400000000000002,0.0,-0.2400000000000002,0.0
146,-0.2200000000000002,0.0,-0.2200000000000002,0.0
147,-0.20000000000000018,0.0,-0.20000000000000018,0.0
148,-0.18000000000000016,0.0,-0.18000000000000016,0.0
149,-0.16000000000000014,0.0,-0.16000000000000014,0.0
150,-0.14000000000000012,0.0,-0.14000000000000012,0.0
151,-0.1200000000000001,0.0,-0.1200000000000001,0.0
152,-0.10000000000000009,0.0,-0.10000000000000009,0.0
153,-0.08000000000000007,0.0,-0.08000000000000007,0.0
154,-0.06000000000000005,0.0,-0.06000000000000005,0.0
155,-0.040000000000000036,0.8333333333333333,-0.040000000000000036,0.0
156,-0.020000000000000018,0.0,-0.020000000000000018,0.0
157,0.0,0.0,0.0,0.0
158,0.020000000000000018,0.0,0.020000000000000018,0.0
159,0.040000000000000036,0.0,0.040000000000000036,0.0
160,0.06000000000000005,0.0,0.06000000000000005,0.0
161,0.08000000000000007,0.0,0.08000000000000007,0.0
162,0.10000000000000009,0.0,0.10000000000000009,0.0
163,0.1200000000000001,0.0,0.1200000000000001,0.0
164,0.14000000000000012,0.0,0.14000000000000012,0.8333333333333333
165,0.16000000000000014,0.0,0.16000000000000014,2.5
166,0.18000000000000016,0.8333333333333333,0.18000000000000016,5.0
167,0.19999999999999973,1.6666666666666665,0.19999999999999973,7.5
168,0.21999999999999975,3.333333333333333,0.21999999999999975,11.666666666666666
169,0.23999999999999977,5.0,0.23999999999999977,15.0
170,0.2599999999999998,7.5,0.2599999999999998,18.333333333333332
171,0.2799999999999998,10.0,0.2799999999999998,20.833333333333332
172,0.2999999999999998,12.5,0.2999999999999998,22.5
173,0.31999999999999984,14.166666666666666,0.31999999999999984,24.166666666666668
174,0.33999999999999986,16.666666666666664,0.33999999999999986,25.0
175,0.3599999999999999,19.166666666666668,0.3599999999999999,24.166666666666668
176,0.3799999999999999,21.666666666666668,0.3799999999999999,23.333333333333332
177,0.3999999999999999,23.333333333333332,0.3999999999999999,21.666666666666668
178,0.41999999999999993,25.0,0.41999999999999993,19.166666666666668
179,0.43999999999999995,25.833333333333336,0.43999999999999995,15.833333333333332
180,0.45999999999999996,26.666666666666664,0.45999999999999996,12.5
181,0.48,25.833333333333336,0.48,9.166666666666666
182,0.5,25.833333333333336,0.5,6.666666666666666
183,0.52,24.166666666666668,0.52,5.0
184,0.54,22.5,0.54,3.333333333333333
185,0.56,20.0,0.56,1.6666666666666665
186,0.5800000000000001,18.333333333333332,0.5800000000000001,0.8333333333333333
187,0.6000000000000001,16.666666666666664,0.6000000000000001,0.8333333333333333
188,0.6200000000000001,15.0,0.6200000000000001,0.0
189,0.6400000000000001,13.333333333333332,0.6400000000000001,0.0
190,0.6600000000000001,10.833333333333334,0.6600000000000001,0.0
191,0.6800000000000002,9.166666666666666,0.6800000000000002,0.0
192,0.6999999999999997,6.666666666666666,0.6999999999999997,0.0
193,0.7199999999999998,5.0,0.7199999999999998,0.0
194,0.7399999999999998,3.333333333333333,0.7399999999999998,0.0
195,0.7599999999999998,2.5,0.7599999999999998,0.0
196,0.7799999999999998,1.6666666666666665,0.7799999999999998,0.0
197,0.7999999999999998,0.8333333333333333,0.7999999999999998,0.8333333333333333
198,0.8199999999999998,0.8333333333333333,0.8199999999999998,0.8333333333333333
199,0.8399999999999999,0.0,0.8399999999999999,0.8333333333333333
200,0.8599999999999999,0.0,0.8599999999999999,0.0
201,0.8800000000000003,0.0,0.8800000000000003,0.0
202,0.8999999999999999,0.0,0.8999999999999999,0.0
203,0.9200000000000004,0.0,0.9200000000000004,0.0
204,0.94,0.0,0.94,0.0
205,0.9599999999999995,0.0,0.9599999999999995,0.0
206,0.98,0.0,0.98,0.0
207,0.9999999999999996,0.0,0.9999999999999996,0.0
208,1.02,0.0,1.02,0.0
209,1.0399999999999996,0.0,1.0399999999999996,0.0
210,1.06,0.0,1.06,0.0
211,1.0799999999999996,0.0,1.0799999999999996,0.0
212,1.1,0.0,1.1,0.0
213,1.1199999999999997,0.0,1.1199999999999997,0.0
214,1.1400000000000001,0.0,1.1400000000000001,0.0
215,1.1599999999999997,0.0,1.1599999999999997,0.0
216,1.1800000000000002,0.0,1.1800000000000002,0.0
217,1.1999999999999997,0.0,1.1999999999999997,0.0
218,1.2200000000000002,0.0,1.2200000000000002,0.0
219,1.2399999999999998,0.0,1.2399999999999998,0.0
220,1.2600000000000002,0.0,1.2600000000000002,0.0
221,1.2799999999999998,0.0,1.2799999999999998,0.0
222,1.3000000000000003,0.0,1.3000000000000003,0.0
223,1.3199999999999998,0.0,1.3199999999999998,0.0
224,1.3400000000000003,0.0,1.3400000000000003,0.0
225,1.3599999999999999,0.0,1.3599999999999999,0.0
226,1.3800000000000003,0.0,1.3800000000000003,0.0
227,1.4,0.0,1.4,0.0
228,1.4200000000000004,0.0,1.4200000000000004,0.0
229,1.44,0.0,1.44,0.0
230,1.4600000000000004,0.0,1.4600000000000004,0.0
231,1.48,0.0,1.48,0.0
232,1.4999999999999996,0.0,1.4999999999999996,0.0
233,1.52,0.0,1.52,0.0
234,1.5399999999999996,0.0,1.5399999999999996,0.0
235,1.56,0.0,1.56,0.0
236,1.5799999999999996,0.0,1.5799999999999996,0.0
237,1.6,0.0,1.6,0.0
238,1.6199999999999997,0.0,1.6199999999999997,0.0
239,1.6400000000000001,0.0,1.6400000000000001,0.0
240,1.6599999999999997,0.0,1.6599999999999997,0.0
241,1.6800000000000002,0.0,1.6800000000000002,0.0
242,1.6999999999999997,0.0,1.6999999999999997,0.0
243,1.7200000000000002,0.0,1.7200000000000002,0.0
244,1.7399999999999998,0.0,1.7399999999999998,0.0
245,1.7600000000000002,0.0,1.7600000000000002,0.0
246,1.7799999999999998,0.0,1.7799999999999998,0.8333333333333333
247,1.8000000000000003,0.0,1.8000000000000003,0.8333333333333333
248,1.8199999999999998,0.0,1.8199999999999998,0.0
249,1.8400000000000003,0.0,1.8400000000000003,0.0
250,1.8599999999999999,0.0,1.8599999999999999,0.0
251,1.8800000000000003,0.0,1.8800000000000003,0.0
252,1.9,0.0,1.9,0.0
253,1.9200000000000004,0.0,1.9200000000000004,0.0
254,1.94,0.0,1.94,0.0
255,1.9600000000000004,0.0,1.9600000000000004,0.0
256,1.98,0.0,1.98,0.0
257,1.9999999999999996,0.0,1.9999999999999996,0.0
258,2.02,0.0,2.02,0.0
259,2.0399999999999996,0.0,2.0399999999999996,0.0
