,_n_OFF_x,_n_OFF_y
581,-2.704,0.9957626605268557
582,-2.702,0.995762667310216
583,-2.7,0.9957626811125878
584,-2.6980000000000004,0.9957627021888575
585,-2.696,0.9957627307973138
586,-2.694,0.9957627671996465
587,-2.692,0.9957628116609477
588,-2.6900000000000004,0.9957628644497112
589,-2.688,0.9957629258378323
590,-2.686,0.9957629953874307
591,-2.684,0.9957630716676726
592,-2.6820000000000004,0.9957631542335543
593,-2.68,0.9957632426729011
594,-2.678,0.9957633365808534
595,-2.676,0.9957634355598671
596,-2.6740000000000004,0.9957635392197136
597,-2.672,0.9957636471774796
598,-2.67,0.995763759057567
599,-2.668,0.9957638744916933
600,-2.6660000000000004,0.9957639931188914
601,-2.664,0.9957641145855096
602,-2.662,0.9957642385452113
603,-2.66,0.9957643646589757
604,-2.6580000000000004,0.995764492595097
605,-2.656,0.995764622029185
606,-2.654,0.9957647526441649
607,-2.652,0.9957648841302772
608,-2.6500000000000004,0.9957650161850777
609,-2.648,0.9957651485134379
610,-2.646,0.9957652808275443
611,-2.644,0.9957654128468992
612,-2.6420000000000003,0.9957655442983198
613,-2.64,0.9957656749159389
614,-2.638,0.995765804441205
615,-2.636,0.9957659326228815
616,-2.6340000000000003,0.9957660592170473
617,-2.632,0.995766183987097
618,-2.63,0.9957663067037402
619,-2.628,0.9957664271450022
620,-2.6260000000000003,0.9957665450962233
621,-2.624,0.9957666603500596
622,-2.622,0.9957667727064822
623,-2.62,0.995766881972778
624,-2.6180000000000003,0.9957669879635489
625,-2.616,0.9957670905007123
626,-2.614,0.9957671894135013
627,-2.612,0.9957672845384639
628,-2.6100000000000003,0.9957673757194636
629,-2.608,0.9957674628076797
630,-2.606,0.9957675456616063
631,-2.604,0.9957676241470533
632,-2.6020000000000003,0.9957676981371457
633,-2.6,0.9957677675123242
634,-2.598,0.9957678321603446
635,-2.596,0.9957678919762781
636,-2.5940000000000003,0.9957679468625116
637,-2.592,0.995767996728747
638,-2.59,0.9957680414920018
639,-2.588,0.9957680810766087
640,-2.5860000000000003,0.9957681154142162
641,-2.584,0.9957681444437876
642,-2.582,0.995768168111602
643,-2.58,0.9957681863712537
644,-2.5780000000000003,0.9957681991836527
645,-2.576,0.9957682065170238
646,-2.574,0.9957682083469077
647,-2.572,0.9957682046561603
648,-2.5700000000000003,0.9957681954349529
649,-2.568,0.9957681806807721
650,-2.566,0.99576816039842
651,-2.564,0.995768134600014
652,-2.5620000000000003,0.995768103304987
653,-2.56,0.9957680665400872
654,-2.558,0.9957680243393782
655,-2.556,0.9957679767442389
656,-2.5540000000000003,0.9957679238033637
657,-2.552,0.9957678655727623
658,-2.55,0.99576780211576
659,-2.548,0.9957677335029971
660,-2.5460000000000003,0.9957676598124297
661,-2.544,0.995767581129329
662,-2.542,0.9957674975462816
663,-2.54,0.9957674091631896
664,-2.5380000000000003,0.9957673160872705
665,-2.536,0.9957672184330572
666,-2.534,0.9957671163223977
667,-2.532,0.9957670098844558
668,-2.5300000000000002,0.9957668992557102
669,-2.528,0.9957667845799555
670,-2.526,0.9957666660083013
671,-2.524,0.995766543699173
672,-2.5220000000000002,0.9957664178183108
673,-2.52,0.9957662885387707
674,-2.518,0.995766156040924
675,-2.516,0.9957660205124574
676,-2.5140000000000002,0.995765882148373
677,-2.512,0.995765741150988
678,-2.51,0.9957655977299356
679,-2.508,0.9957654521021636
680,-2.5060000000000002,0.9957653044919359
681,-2.504,0.9957651551308313
682,-2.502,0.9957650042577443
683,-2.5,0.9957648521188845
684,-2.498,0.9957646989677771
685,-2.496,0.9957645450652626
686,-2.4939999999999998,0.995764390679497
687,-2.492,0.9957642360859513
688,-2.49,0.9957640815674125
689,-2.488,0.9957639274139825
690,-2.4859999999999998,0.9957637739230786
691,-2.484,0.9957636213994339
692,-2.482,0.9957634701550964
693,-2.48,0.9957633205094297
694,-2.4779999999999998,0.9957631727891129
695,-2.476,0.9957630273281403
696,-2.474,0.9957628844678216
697,-2.472,0.9957627445567819
698,-2.4699999999999998,0.9957626079509618
699,-2.468,0.9957624750136171
700,-2.466,0.9957623461153192
701,-2.464,0.9957622216339548
702,-2.4619999999999997,0.9957621019547257
703,-2.46,0.9957619874701495
704,-2.458,0.995761878580059
705,-2.4560000000000004,0.9957617756916025
706,-2.454,0.9957616792192434
707,-2.452,0.9957615895847608
708,-2.45,0.9957615072172491
709,-2.4480000000000004,0.9957614325531178
710,-2.446,0.9957613660360922
711,-2.444,0.9957613081172129
712,-2.442,0.9957612592548356
713,-2.4400000000000004,0.9957612199146317
714,-2.438,0.9957611905695878
715,-2.436,0.995761171700006
716,-2.434,0.9957611637935037
717,-2.4320000000000004,0.9957611673450136
718,-2.43,0.9957611828567842
719,-2.428,0.9957612108383788
720,-2.426,0.9957612518066765
721,-2.4240000000000004,0.9957613062858716
722,-2.422,0.9957613748074738
723,-2.42,0.9957614579103085
724,-2.418,0.9957615515186465
725,-2.4160000000000004,0.9957616505398087
726,-2.414,0.9957617546064315
727,-2.412,0.9957618633598837
728,-2.41,0.9957619764479715
729,-2.4080000000000004,0.9957620935249378
730,-2.406,0.9957622142514635
731,-2.404,0.9957623382946663
732,-2.402,0.9957624653281013
733,-2.4000000000000004,0.995762595031761
734,-2.398,0.995762727092075
735,-2.396,0.9957628612019103
736,-2.394,0.995762997060571
737,-2.3920000000000003,0.9957631343737988
738,-2.39,0.9957632728537724
739,-2.388,0.995763412219108
740,-2.386,0.9957635521948588
741,-2.3840000000000003,0.9957636925125154
742,-2.382,0.9957638329100058
743,-2.38,0.9957639731316952
744,-2.378,0.995764112928386
745,-2.3760000000000003,0.995764252057318
746,-2.374,0.9957643902821681
747,-2.372,0.9957645273730509
748,-2.37,0.9957646631065176
749,-2.3680000000000003,0.9957647972655573
750,-2.366,0.9957649296395961
751,-2.364,0.9957650600244973
