,full model_x,full model_y,"no dynamical
synapse_x","no dynamical
synapse_y"
621,-2.624,0.0,-2.624,0.0
622,-2.622,0.0,-2.622,0.0
623,-2.62,0.0,-2.62,0.0
624,-2.6180000000000003,0.0,-2.6180000000000003,0.0
625,-2.616,0.0,-2.616,0.0
626,-2.614,0.0,-2.614,0.0
627,-2.612,0.0,-2.612,0.0
628,-2.6100000000000003,0.0,-2.6100000000000003,0.0
629,-2.608,0.0,-2.608,0.0
630,-2.606,0.0,-2.606,0.0
631,-2.604,0.0,-2.604,0.0
632,-2.6020000000000003,0.0,-2.6020000000000003,0.0
633,-2.6,0.0,-2.6,0.0
634,-2.598,0.0,-2.598,0.0
635,-2.596,0.0,-2.596,0.0
636,-2.5940000000000003,0.0,-2.5940000000000003,0.0
637,-2.592,0.0,-2.592,0.0
638,-2.59,0.0,-2.59,0.0
639,-2.588,0.0,-2.588,0.0
640,-2.5860000000000003,0.0,-2.5860000000000003,0.0
641,-2.584,0.0,-2.584,0.0
642,-2.582,0.0,-2.582,0.0
643,-2.58,0.0,-2.58,0.0
644,-2.5780000000000003,0.0,-2.5780000000000003,0.0
645,-2.576,0.0,-2.576,0.0
646,-2.574,0.0,-2.574,0.0
647,-2.572,0.0,-2.572,0.0
648,-2.5700000000000003,0.0,-2.5700000000000003,0.0
649,-2.568,0.0,-2.568,0.0
650,-2.566,0.0,-2.566,0.0
651,-2.564,0.0,-2.564,0.0
652,-2.5620000000000003,0.0,-2.5620000000000003,0.0
653,-2.56,0.0,-2.56,0.0
654,-2.558,0.0,-2.558,0.0
655,-2.556,0.0,-2.556,0.0
656,-2.5540000000000003,0.0,-2.5540000000000003,0.0
657,-2.552,0.0,-2.552,0.0
658,-2.55,0.0,-2.55,0.0
659,-2.548,0.0,-2.548,0.0
660,-2.5460000000000003,0.0,-2.5460000000000003,0.0
661,-2.544,0.0,-2.544,0.0
662,-2.542,0.0,-2.542,0.0
663,-2.54,0.0,-2.54,0.0
664,-2.5380000000000003,0.0,-2.5380000000000003,0.0
665,-2.536,0.0,-2.536,0.0
666,-2.534,0.0,-2.534,0.0
667,-2.532,0.0,-2.532,0.0
668,-2.5300000000000002,0.0,-2.5300000000000002,0.0
669,-2.528,0.0,-2.528,0.0
670,-2.526,0.0,-2.526,0.0
671,-2.524,0.0,-2.524,0.0
672,-2.5220000000000002,0.0,-2.5220000000000002,0.0
673,-2.52,0.0,-2.52,0.0
674,-2.518,0.0,-2.518,0.0
675,-2.516,0.0,-2.516,0.0
676,-2.5140000000000002,0.0,-2.5140000000000002,0.0
677,-2.512,0.0,-2.512,0.0
678,-2.51,0.0,-2.51,0.0
679,-2.508,0.0,-2.508,0.0
680,-2.5060000000000002,0.0,-2.5060000000000002,0.0
681,-2.504,0.0,-2.504,0.0
682,-2.502,0.0,-2.502,0.0
683,-2.5,0.0,-2.5,0.0
684,-2.498,0.0,-2.498,0.0
685,-2.496,0.0,-2.496,0.0
686,-2.4939999999999998,0.0,-2.4939999999999998,0.0
687,-2.492,0.0,-2.492,0.0
688,-2.49,0.0,-2.49,0.0
689,-2.488,0.0,-2.488,0.0
690,-2.4859999999999998,0.0,-2.4859999999999998,0.0
691,-2.484,0.0,-2.484,0.0
692,-2.482,0.0,-2.482,0.0
693,-2.48,0.0,-2.48,0.0
694,-2.4779999999999998,0.0,-2.4779999999999998,0.0
695,-2.476,0.0,-2.476,0.0
696,-2.474,0.0,-2.474,0.0
697,-2.472,0.0,-2.472,0.0
698,-2.4699999999999998,0.0,-2.4699999999999998,0.0
699,-2.468,0.0,-2.468,0.0
700,-2.466,0.0,-2.466,0.0
701,-2.464,0.0,-2.464,0.0
702,-2.4619999999999997,0.0,-2.4619999999999997,0.0
703,-2.46,0.0,-2.46,0.0
704,-2.458,0.0,-2.458,0.0
705,-2.4560000000000004,0.0,-2.4560000000000004,0.0
706,-2.454,0.0,-2.454,0.0
707,-2.452,0.0,-2.452,0.0
708,-2.45,0.0,-2.45,0.0
709,-2.4480000000000004,0.0,-2.4480000000000004,0.0
710,-2.446,0.0,-2.446,0.0
711,-2.444,0.0,-2.444,0.0
712,-2.442,0.0,-2.442,0.0
713,-2.4400000000000004,0.0,-2.4400000000000004,0.0
714,-2.438,0.0,-2.438,0.0
715,-2.436,0.0,-2.436,0.0
716,-2.434,0.0,-2.434,0.0
717,-2.4320000000000004,0.0,-2.4320000000000004,0.0
718,-2.43,0.0,-2.43,0.0
719,-2.428,0.0,-2.428,0.0
720,-2.426,0.0,-2.426,0.0
721,-2.4240000000000004,0.0,-2.4240000000000004,0.0
722,-2.422,0.0,-2.422,0.0
723,-2.42,0.0,-2.42,0.0
724,-2.418,0.0,-2.418,0.0
725,-2.4160000000000004,0.0,-2.4160000000000004,0.0
726,-2.414,0.0,-2.414,0.0
727,-2.412,0.0,-2.412,0.0
728,-2.41,0.0,-2.41,0.0
729,-2.4080000000000004,0.0,-2.4080000000000004,0.0
730,-2.406,0.0,-2.406,0.0
731,-2.404,0.0,-2.404,0.0
732,-2.402,0.0,-2.402,0.0
733,-2.4000000000000004,0.0,-2.4000000000000004,0.0
734,-2.398,0.0,-2.398,0.0
735,-2.396,0.0,-2.396,0.0
736,-2.394,0.0,-2.394,0.0
737,-2.3920000000000003,0.0,-2.3920000000000003,0.0
738,-2.39,0.0,-2.39,0.0
739,-2.388,0.0,-2.388,0.0
740,-2.386,0.0,-2.386,0.0
741,-2.3840000000000003,0.0,-2.3840000000000003,0.0
742,-2.382,0.0,-2.382,0.0
743,-2.38,0.0,-2.38,0.0
744,-2.378,0.0,-2.378,0.0
745,-2.3760000000000003,0.0,-2.3760000000000003,0.0
746,-2.374,0.0,-2.374,0.0
747,-2.372,0.0,-2.372,0.0
748,-2.37,0.0,-2.37,0.0
749,-2.3680000000000003,0.0,-2.3680000000000003,0.0
750,-2.366,0.0,-2.366,0.0
751,-2.364,0.0,-2.364,0.0
752,-2.362,0.0,-2.362,0.0
753,-2.3600000000000003,0.0,-2.3600000000000003,0.0
754,-2.358,0.0,-2.358,0.0
755,-2.356,0.0,-2.356,0.0
756,-2.354,0.0,-2.354,0.0
757,-2.3520000000000003,0.0,-2.3520000000000003,0.0
758,-2.35,0.0,-2.35,0.0
759,-2.348,0.0,-2.348,0.0
760,-2.346,0.0,-2.346,0.0
761,-2.3440000000000003,0.0,-2.3440000000000003,0.0
762,-2.342,0.0,-2.342,0.0
763,-2.34,0.0,-2.34,0.0
764,-2.338,0.0,-2.338,0.0
765,-2.3360000000000003,0.0,-2.3360000000000003,0.0
766,-2.334,0.0,-2.334,0.0
767,-2.332,0.0,-2.332,0.0
768,-2.33,0.0,-2.33,0.0
769,-2.3280000000000003,0.0,-2.3280000000000003,0.0
770,-2.326,0.0,-2.326,0.0
771,-2.324,0.0,-2.324,0.0
772,-2.322,0.0,-2.322,0.0
773,-2.3200000000000003,0.0,-2.3200000000000003,0.0
774,-2.318,0.0,-2.318,0.0
775,-2.316,0.0,-2.316,0.0
776,-2.314,0.0,-2.314,0.0
777,-2.3120000000000003,0.0,-2.3120000000000003,0.0
778,-2.31,0.0,-2.31,0.0
779,-2.308,0.0,-2.308,0.0
780,-2.306,0.0,-2.306,0.0
781,-2.3040000000000003,0.0,-2.3040000000000003,0.0
782,-2.302,0.0,-2.302,0.0
783,-2.3,0.0,-2.3,0.0
784,-2.298,0.0,-2.298,0.0
785,-2.2960000000000003,0.0,-2.2960000000000003,0.0
786,-2.294,0.0,-2.294,0.0
787,-2.292,0.0,-2.292,0.0
788,-2.29,0.0,-2.29,0.0
789,-2.2880000000000003,0.0,-2.2880000000000003,0.0
790,-2.286,0.0,-2.286,0.0
791,-2.284,0.0,-2.284,0.0
792,-2.282,0.0,-2.282,0.0
793,-2.2800000000000002,0.0,-2.2800000000000002,0.0
794,-2.278,0.0,-2.278,0.0
795,-2.276,0.0,-2.276,0.0
796,-2.274,0.0,-2.274,0.0
797,-2.2720000000000002,0.0,-2.2720000000000002,0.0
798,-2.27,0.0,-2.27,0.0
799,-2.268,0.0,-2.268,0.0
800,-2.266,0.0,-2.266,0.0
801,-2.2640000000000002,0.0,-2.2640000000000002,0.0
802,-2.262,0.0,-2.262,0.0
803,-2.26,0.0,-2.26,0.0
804,-2.258,0.0,-2.258,0.0
805,-2.2560000000000002,0.0,-2.2560000000000002,0.0
806,-2.254,0.0,-2.254,0.0
807,-2.252,0.0,-2.252,0.0
808,-2.25,0.0,-2.25,0.0
809,-2.248,0.0,-2.248,0.0
810,-2.246,0.0,-2.246,0.0
811,-2.2439999999999998,0.0,-2.2439999999999998,0.0
812,-2.242,0.0,-2.242,0.0
813,-2.24,0.0,-2.24,0.0
814,-2.238,0.0,-2.238,0.0
815,-2.2359999999999998,0.0,-2.2359999999999998,0.0
816,-2.234,0.0,-2.234,0.0
817,-2.232,0.0,-2.232,0.0
818,-2.23,0.0,-2.23,0.0
819,-2.2279999999999998,0.0,-2.2279999999999998,0.0
820,-2.226,0.0,-2.226,0.0
821,-2.224,0.0,-2.224,0.0
822,-2.222,0.0,-2.222,0.0
823,-2.2199999999999998,0.0,-2.2199999999999998,0.0
824,-2.218,0.0,-2.218,0.0
825,-2.216,0.0,-2.216,0.0
826,-2.214,0.0,-2.214,0.0
827,-2.2119999999999997,0.0,-2.2119999999999997,0.0
828,-2.21,0.0,-2.21,0.0
829,-2.208,0.0,-2.208,0.0
830,-2.206,0.0,-2.206,0.0
831,-2.2039999999999997,0.0,-2.2039999999999997,0.0
832,-2.202,0.0,-2.202,0.0
833,-2.2,0.0,-2.2,0.0
834,-2.1980000000000004,0.0,-2.1980000000000004,0.0
835,-2.196,0.0,-2.196,0.0
836,-2.194,0.0,-2.194,0.0
837,-2.192,0.0,-2.192,0.0
838,-2.1900000000000004,0.0,-2.1900000000000004,0.0
839,-2.188,0.0,-2.188,0.0
840,-2.186,0.0,-2.186,0.0
841,-2.184,0.0,-2.184,0.0
842,-2.1820000000000004,0.0,-2.1820000000000004,0.0
843,-2.18,0.0,-2.18,0.0
844,-2.178,0.0,-2.178,0.0
845,-2.176,0.0,-2.176,0.0
846,-2.1740000000000004,0.0,-2.1740000000000004,0.0
847,-2.172,0.0,-2.172,0.0
848,-2.17,0.0,-2.17,0.0
849,-2.168,0.0,-2.168,0.0
850,-2.1660000000000004,0.0,-2.1660000000000004,0.0
851,-2.164,0.0,-2.164,0.0
852,-2.162,0.0,-2.162,0.0
853,-2.16,0.0,-2.16,0.0
854,-2.1580000000000004,0.0,-2.1580000000000004,0.0
855,-2.156,0.0,-2.156,0.0
856,-2.154,0.0,-2.154,0.0
857,-2.152,0.0,-2.152,0.0
858,-2.1500000000000004,0.0,-2.1500000000000004,0.0
859,-2.148,0.0,-2.148,0.0
860,-2.146,0.0,-2.146,0.0
861,-2.144,0.0,-2.144,0.0
862,-2.1420000000000003,0.0,-2.1420000000000003,0.0
863,-2.14,0.0,-2.14,0.0
864,-2.138,0.0,-2.138,0.0
865,-2.136,0.0,-2.136,0.0
866,-2.1340000000000003,0.0,-2.1340000000000003,0.0
867,-2.132,0.0,-2.132,0.0
868,-2.13,0.0,-2.13,0.0
869,-2.128,0.0,-2.128,0.0
870,-2.1260000000000003,0.0,-2.1260000000000003,0.0
871,-2.124,0.0,-2.124,0.0
872,-2.122,0.0,-2.122,0.0
873,-2.12,0.0,-2.12,0.0
874,-2.1180000000000003,0.0,-2.1180000000000003,0.0
875,-2.116,0.0,-2.116,0.0
876,-2.114,0.0,-2.114,0.0
877,-2.112,0.0,-2.112,0.0
878,-2.1100000000000003,0.0,-2.1100000000000003,0.0
879,-2.108,0.0,-2.108,0.0
880,-2.106,0.0,-2.106,0.0
881,-2.104,0.0,-2.104,0.0
882,-2.1020000000000003,0.0,-2.1020000000000003,0.0
883,-2.1,0.0,-2.1,0.0
884,-2.098,0.0,-2.098,0.0
885,-2.096,0.0,-2.096,0.0
886,-2.0940000000000003,0.0,-2.0940000000000003,0.0
887,-2.092,0.0,-2.092,0.0
888,-2.09,0.0,-2.09,0.0
889,-2.088,0.0,-2.088,0.0
890,-2.0860000000000003,0.0,-2.0860000000000003,0.0
891,-2.084,0.0,-2.084,0.0
892,-2.082,0.0,-2.082,0.0
893,-2.08,0.0,-2.08,0.0
894,-2.0780000000000003,0.0,-2.0780000000000003,0.0
895,-2.076,0.0,-2.076,0.0
896,-2.074,0.0,-2.074,0.0
897,-2.072,0.0,-2.072,0.0
898,-2.0700000000000003,0.0,-2.0700000000000003,0.0
899,-2.068,0.0,-2.068,0.0
900,-2.066,0.0,-2.066,0.0
901,-2.064,0.0,-2.064,0.0
902,-2.0620000000000003,0.0,-2.0620000000000003,0.0
903,-2.06,0.0,-2.06,0.0
904,-2.058,0.0,-2.058,0.0
905,-2.056,0.0,-2.056,0.0
906,-2.0540000000000003,0.0,-2.0540000000000003,0.0
907,-2.052,0.0,-2.052,0.0
908,-2.05,0.0,-2.05,0.0
909,-2.048,0.0,-2.048,0.0
910,-2.0460000000000003,0.0,-2.0460000000000003,0.0
911,-2.044,0.0,-2.044,0.0
912,-2.042,0.0,-2.042,0.0
913,-2.04,0.0,-2.04,0.0
914,-2.0380000000000003,0.0,-2.0380000000000003,0.0
915,-2.036,0.0,-2.036,0.0
916,-2.034,0.0,-2.034,0.0
917,-2.032,0.0,-2.032,0.0
918,-2.0300000000000002,0.0,-2.0300000000000002,0.0
919,-2.028,0.0,-2.028,0.0
920,-2.026,0.0,-2.026,0.0
921,-2.024,0.0,-2.024,0.0
922,-2.0220000000000002,0.0,-2.0220000000000002,0.0
923,-2.02,0.0,-2.02,0.0
924,-2.018,0.0,-2.018,0.0
925,-2.016,0.0,-2.016,0.0
926,-2.0140000000000002,0.0,-2.0140000000000002,0.0
927,-2.012,0.0,-2.012,0.0
928,-2.01,0.0,-2.01,0.0
929,-2.008,0.0,-2.008,0.0
930,-2.0060000000000002,0.0,-2.0060000000000002,0.0
931,-2.004,0.0,-2.004,0.0
932,-2.002,0.0,-2.002,0.0
933,-2.0,0.0,-2.0,0.0
934,-1.998,0.0,-1.998,0.0
935,-1.996,0.0,-1.996,0.0
936,-1.994,0.0,-1.994,0.0
937,-1.992,0.0,-1.992,0.0
938,-1.99,0.0,-1.99,0.0
939,-1.988,0.0,-1.988,0.0
940,-1.986,0.0,-1.986,0.0
941,-1.984,0.0,-1.984,0.0
942,-1.982,0.0,-1.982,0.0
943,-1.98,0.0,-1.98,0.0
944,-1.978,0.0,-1.978,0.0
945,-1.976,0.0,-1.976,0.0
946,-1.974,0.0,-1.974,0.0
947,-1.972,0.0,-1.972,0.0
948,-1.97,0.0,-1.97,0.0
949,-1.968,0.0,-1.968,0.0
950,-1.966,0.0,-1.966,0.0
951,-1.964,0.0,-1.964,0.0
952,-1.962,0.0,-1.962,0.0
953,-1.96,0.0,-1.96,0.0
954,-1.958,0.0,-1.958,0.0
955,-1.956,0.0,-1.956,0.0
956,-1.954,0.0,-1.954,0.0
957,-1.952,0.0,-1.952,0.0
958,-1.95,0.0,-1.95,0.0
959,-1.948,0.0,-1.948,0.0
960,-1.9460000000000002,0.0,-1.9460000000000002,0.0
961,-1.9440000000000002,0.0,-1.9440000000000002,0.0
962,-1.9420000000000002,0.0,-1.9420000000000002,0.0
963,-1.9400000000000002,0.0,-1.9400000000000002,0.0
964,-1.9380000000000002,0.0,-1.9380000000000002,0.0
965,-1.9360000000000002,0.0,-1.9360000000000002,0.0
966,-1.9340000000000002,0.0,-1.9340000000000002,0.0
967,-1.9320000000000002,0.0,-1.9320000000000002,0.0
968,-1.9300000000000002,0.0,-1.9300000000000002,0.0
969,-1.9280000000000002,0.0,-1.9280000000000002,0.0
970,-1.9260000000000002,0.0,-1.9260000000000002,0.0
971,-1.9240000000000002,0.0,-1.9240000000000002,0.0
972,-1.9220000000000002,0.0,-1.9220000000000002,0.0
973,-1.9200000000000002,0.0,-1.9200000000000002,0.0
974,-1.9180000000000001,0.0,-1.9180000000000001,0.0
975,-1.9160000000000001,0.0,-1.9160000000000001,0.0
976,-1.9140000000000001,0.0,-1.9140000000000001,0.0
977,-1.9120000000000001,0.0,-1.9120000000000001,0.0
978,-1.9100000000000001,0.0,-1.9100000000000001,0.0
979,-1.9080000000000001,0.0,-1.9080000000000001,0.0
980,-1.9060000000000001,0.0,-1.9060000000000001,0.0
981,-1.9040000000000001,0.0,-1.9040000000000001,0.0
982,-1.9020000000000001,0.0,-1.9020000000000001,0.0
983,-1.9000000000000001,0.0,-1.9000000000000001,0.0
984,-1.8980000000000001,0.0,-1.8980000000000001,0.0
985,-1.8960000000000001,0.0,-1.8960000000000001,0.0
986,-1.8940000000000001,0.0,-1.8940000000000001,0.0
987,-1.8920000000000001,0.0,-1.8920000000000001,0.0
988,-1.8900000000000001,0.0,-1.8900000000000001,0.0
989,-1.8880000000000001,0.0,-1.8880000000000001,0.0
990,-1.8860000000000001,0.0,-1.8860000000000001,0.0
991,-1.8840000000000001,0.0,-1.8840000000000001,0.0
992,-1.8820000000000001,0.0,-1.8820000000000001,0.0
993,-1.8800000000000001,0.0,-1.8800000000000001,0.0
994,-1.8780000000000001,0.0,-1.8780000000000001,0.0
995,-1.8760000000000001,0.0,-1.8760000000000001,0.0
996,-1.874,0.0,-1.874,0.0
997,-1.872,0.0,-1.872,0.0
998,-1.87,0.0,-1.87,0.0
999,-1.868,0.0,-1.868,0.0
1000,-1.866,0.0,-1.866,0.0
1001,-1.8639999999999999,0.0,-1.8639999999999999,0.0
1002,-1.862,0.0,-1.862,0.0
1003,-1.8599999999999999,0.0,-1.8599999999999999,0.0
1004,-1.858,0.0,-1.858,0.0
1005,-1.8559999999999999,0.0,-1.8559999999999999,0.0
1006,-1.854,0.0,-1.854,0.0
1007,-1.8519999999999999,0.0,-1.8519999999999999,0.0
1008,-1.85,0.0,-1.85,0.0
1009,-1.8479999999999999,0.0,-1.8479999999999999,0.0
1010,-1.846,0.0,-1.846,0.0
1011,-1.8439999999999999,0.0,-1.8439999999999999,0.0
1012,-1.842,0.0,-1.842,0.0
1013,-1.8399999999999999,0.0,-1.8399999999999999,0.0
1014,-1.838,0.0,-1.838,0.0
1015,-1.8359999999999999,0.0,-1.8359999999999999,0.0
1016,-1.834,0.0,-1.834,0.0
1017,-1.8319999999999999,0.0,-1.8319999999999999,0.0
1018,-1.83,0.0,-1.83,0.0
1019,-1.8279999999999998,0.0,-1.8279999999999998,0.0
1020,-1.826,0.0,-1.826,0.0
1021,-1.8239999999999998,0.0,-1.8239999999999998,0.0
1022,-1.822,0.0,-1.822,0.0
1023,-1.8199999999999998,0.0,-1.8199999999999998,0.0
1024,-1.818,0.0,-1.818,0.0
1025,-1.8160000000000003,0.0,-1.8160000000000003,0.0
1026,-1.814,0.0,-1.814,0.0
1027,-1.8120000000000003,0.0,-1.8120000000000003,0.0
1028,-1.81,0.0,-1.81,0.0
1029,-1.8080000000000003,0.0,-1.8080000000000003,0.0
1030,-1.806,0.0,-1.806,0.0
1031,-1.8040000000000003,0.0,-1.8040000000000003,0.0
1032,-1.802,0.0,-1.802,0.0
1033,-1.8000000000000003,0.0,-1.8000000000000003,0.0
1034,-1.798,0.0,-1.798,0.0
1035,-1.7960000000000003,0.0,-1.7960000000000003,0.0
1036,-1.794,0.0,-1.794,0.0
1037,-1.7920000000000003,0.0,-1.7920000000000003,0.0
1038,-1.79,0.0,-1.79,0.0
1039,-1.7880000000000003,0.0,-1.7880000000000003,0.0
1040,-1.786,0.0,-1.786,0.0
1041,-1.7840000000000003,0.0,-1.7840000000000003,0.0
1042,-1.782,0.0,-1.782,0.0
1043,-1.7800000000000002,0.0,-1.7800000000000002,0.0
1044,-1.778,0.0,-1.778,0.0
1045,-1.7760000000000002,0.0,-1.7760000000000002,0.0
1046,-1.774,0.0,-1.774,0.0
1047,-1.7720000000000002,0.0,-1.7720000000000002,0.0
1048,-1.77,0.0,-1.77,0.0
1049,-1.7680000000000002,0.0,-1.7680000000000002,0.0
1050,-1.766,0.0,-1.766,0.0
1051,-1.7640000000000002,0.0,-1.7640000000000002,0.0
1052,-1.762,0.0,-1.762,0.0
1053,-1.7600000000000002,0.0,-1.7600000000000002,0.0
1054,-1.758,0.0,-1.758,0.0
1055,-1.7560000000000002,0.0,-1.7560000000000002,0.0
1056,-1.754,0.0,-1.754,0.0
1057,-1.7520000000000002,0.0,-1.7520000000000002,0.0
1058,-1.75,0.0,-1.75,0.0
1059,-1.7480000000000002,0.0,-1.7480000000000002,0.0
1060,-1.746,0.0,-1.746,0.0
1061,-1.7440000000000002,0.0,-1.7440000000000002,0.0
1062,-1.742,0.0,-1.742,0.0
1063,-1.7400000000000002,0.0,-1.7400000000000002,0.0
1064,-1.738,0.0,-1.738,0.0
1065,-1.7360000000000002,0.0,-1.7360000000000002,0.0
1066,-1.734,0.0,-1.734,0.0
1067,-1.7320000000000002,0.0,-1.7320000000000002,0.0
1068,-1.73,0.0,-1.73,0.0
1069,-1.7280000000000002,0.0,-1.7280000000000002,0.0
1070,-1.726,0.0,-1.726,0.0
1071,-1.7240000000000002,0.0,-1.7240000000000002,0.0
1072,-1.722,0.0,-1.722,0.0
1073,-1.7200000000000002,0.0,-1.7200000000000002,0.0
1074,-1.718,0.0,-1.718,0.0
1075,-1.7160000000000002,0.0,-1.7160000000000002,0.0
1076,-1.714,0.0,-1.714,0.0
1077,-1.7120000000000002,0.0,-1.7120000000000002,0.0
1078,-1.71,0.0,-1.71,0.0
1079,-1.7080000000000002,0.0,-1.7080000000000002,0.0
1080,-1.706,0.0,-1.706,0.0
1081,-1.7040000000000002,0.0,-1.7040000000000002,0.0
1082,-1.702,0.0,-1.702,0.0
1083,-1.7000000000000002,0.0,-1.7000000000000002,0.0
1084,-1.698,0.0,-1.698,0.0
1085,-1.6960000000000002,0.0,-1.6960000000000002,0.0
1086,-1.694,0.0,-1.694,0.0
1087,-1.6920000000000002,0.0,-1.6920000000000002,0.0
1088,-1.69,0.0,-1.69,0.0
1089,-1.6880000000000002,0.0,-1.6880000000000002,0.0
1090,-1.686,0.0,-1.686,0.0
1091,-1.6840000000000002,0.0,-1.6840000000000002,0.0
1092,-1.682,0.0,-1.682,0.0
1093,-1.6800000000000002,0.0,-1.6800000000000002,0.0
1094,-1.678,0.0,-1.678,0.0
1095,-1.6760000000000002,0.0,-1.6760000000000002,0.0
1096,-1.674,0.0,-1.674,0.0
1097,-1.6720000000000002,0.0,-1.6720000000000002,0.0
1098,-1.67,0.0,-1.67,0.0
1099,-1.6680000000000001,0.0,-1.6680000000000001,0.0
1100,-1.666,0.0,-1.666,0.0
1101,-1.6640000000000001,0.0,-1.6640000000000001,0.0
1102,-1.662,0.0,-1.662,0.0
1103,-1.6600000000000001,0.0,-1.6600000000000001,0.0
1104,-1.658,0.0,-1.658,0.0
1105,-1.6560000000000001,0.0,-1.6560000000000001,0.0
1106,-1.654,0.0,-1.654,0.0
1107,-1.6520000000000001,0.0,-1.6520000000000001,0.0
1108,-1.65,0.0,-1.65,0.0
1109,-1.6480000000000001,0.0,-1.6480000000000001,0.0
1110,-1.646,0.0,-1.646,0.0
1111,-1.6440000000000001,0.0,-1.6440000000000001,0.0
1112,-1.642,0.0,-1.642,0.0
1113,-1.6400000000000001,0.0,-1.6400000000000001,0.0
1114,-1.638,0.0,-1.638,0.0
1115,-1.6360000000000001,0.0,-1.6360000000000001,0.0
1116,-1.634,0.0,-1.634,0.0
1117,-1.6320000000000001,0.0,-1.6320000000000001,0.0
1118,-1.63,0.0,-1.63,0.0
1119,-1.6280000000000001,0.0,-1.6280000000000001,0.0
1120,-1.626,0.0,-1.626,0.0
1121,-1.624,0.0,-1.624,0.0
1122,-1.6219999999999999,0.0,-1.6219999999999999,0.0
1123,-1.62,0.0,-1.62,0.0
1124,-1.6179999999999999,0.0,-1.6179999999999999,0.0
1125,-1.616,0.0,-1.616,0.0
1126,-1.6139999999999999,0.0,-1.6139999999999999,0.0
1127,-1.612,0.0,-1.612,0.0
1128,-1.6099999999999999,0.0,-1.6099999999999999,0.0
1129,-1.608,0.0,-1.608,0.0
1130,-1.6059999999999999,0.0,-1.6059999999999999,0.0
1131,-1.604,0.0,-1.604,0.0
1132,-1.6019999999999999,0.0,-1.6019999999999999,0.0
1133,-1.6,0.0,-1.6,0.0
1134,-1.5979999999999999,0.0,-1.5979999999999999,0.0
1135,-1.596,0.0,-1.596,0.0
1136,-1.5939999999999999,0.0,-1.5939999999999999,0.0
1137,-1.592,0.0,-1.592,0.0
1138,-1.5899999999999999,0.0,-1.5899999999999999,0.0
1139,-1.588,0.0,-1.588,0.0
1140,-1.5859999999999999,0.0,-1.5859999999999999,0.0
1141,-1.584,0.0,-1.584,0.0
1142,-1.5819999999999999,0.0,-1.5819999999999999,0.0
1143,-1.58,0.0,-1.58,0.0
1144,-1.5779999999999998,0.0,-1.5779999999999998,0.0
1145,-1.576,0.0,-1.576,0.0
1146,-1.5739999999999998,0.0,-1.5739999999999998,0.0
1147,-1.572,0.0,-1.572,0.0
1148,-1.5699999999999998,0.0,-1.5699999999999998,0.0
1149,-1.568,0.0,-1.568,0.0
1150,-1.5659999999999998,0.0,-1.5659999999999998,0.0
1151,-1.564,0.0,-1.564,0.0
1152,-1.5619999999999998,0.0,-1.5619999999999998,0.0
1153,-1.56,0.0,-1.56,0.0
1154,-1.5580000000000003,0.0,-1.5580000000000003,0.0
1155,-1.556,0.0,-1.556,0.0
1156,-1.5540000000000003,0.0,-1.5540000000000003,0.0
1157,-1.552,0.0,-1.552,0.0
1158,-1.5500000000000003,0.0,-1.5500000000000003,0.0
1159,-1.548,0.0,-1.548,0.0
1160,-1.5460000000000003,0.0,-1.5460000000000003,0.0
1161,-1.544,0.0,-1.544,0.0
1162,-1.5420000000000003,0.0,-1.5420000000000003,0.0
1163,-1.54,0.0,-1.54,0.0
1164,-1.5380000000000003,0.0,-1.5380000000000003,0.0
1165,-1.536,0.0,-1.536,0.0
1166,-1.5340000000000003,0.0,-1.5340000000000003,0.0
1167,-1.532,0.0,-1.532,0.0
1168,-1.5300000000000002,0.0,-1.5300000000000002,0.0
1169,-1.528,0.0,-1.528,0.0
1170,-1.5260000000000002,0.0,-1.5260000000000002,0.0
1171,-1.524,0.0,-1.524,0.0
1172,-1.5220000000000002,0.0,-1.5220000000000002,0.0
1173,-1.52,0.0,-1.52,0.0
1174,-1.5180000000000002,0.0,-1.5180000000000002,0.0
1175,-1.516,0.0,-1.516,0.0
1176,-1.5140000000000002,0.0,-1.5140000000000002,0.0
1177,-1.512,0.0,-1.512,0.0
1178,-1.5100000000000002,0.0,-1.5100000000000002,0.0
1179,-1.508,0.0,-1.508,0.0
1180,-1.5060000000000002,0.0,-1.5060000000000002,0.0
1181,-1.504,0.0,-1.504,0.0
1182,-1.5020000000000002,0.0,-1.5020000000000002,0.0
1183,-1.5,0.0,-1.5,0.0
1184,-1.4980000000000002,0.0,-1.4980000000000002,0.0
1185,-1.496,0.0,-1.496,0.0
1186,-1.4940000000000002,0.0,-1.4940000000000002,0.0
1187,-1.492,0.0,-1.492,0.0
1188,-1.4900000000000002,0.0,-1.4900000000000002,0.0
1189,-1.488,0.0,-1.488,0.0
1190,-1.4860000000000002,0.0,-1.4860000000000002,0.0
1191,-1.484,0.0,-1.484,0.0
1192,-1.4820000000000002,0.0,-1.4820000000000002,0.0
1193,-1.48,0.0,-1.48,0.0
1194,-1.4780000000000002,0.0,-1.4780000000000002,0.0
1195,-1.476,0.0,-1.476,0.0
1196,-1.4740000000000002,0.0,-1.4740000000000002,0.0
1197,-1.472,0.0,-1.472,0.0
1198,-1.4700000000000002,0.0,-1.4700000000000002,0.0
1199,-1.468,0.0,-1.468,0.0
1200,-1.4660000000000002,0.0,-1.4660000000000002,0.0
1201,-1.464,0.0,-1.464,0.0
