,full model_x,full model_y,"no dynamical
synapse_x","no dynamical
synapse_y"
318,-3.23,0.0,-3.23,0.0
319,-3.228,0.0,-3.228,0.0
320,-3.226,0.0,-3.226,0.0
321,-3.224,0.0,-3.224,0.0
322,-3.222,0.0,-3.222,0.0
323,-3.22,0.0,-3.22,0.0
324,-3.218,0.0,-3.218,0.0
325,-3.216,0.0,-3.216,0.0
326,-3.214,0.0,-3.214,0.0
327,-3.212,0.0,-3.212,0.0
328,-3.21,0.0,-3.21,0.0
329,-3.208,0.0,-3.208,0.0
330,-3.206,0.0,-3.206,0.0
331,-3.204,0.0,-3.204,0.0
332,-3.202,0.0,-3.202,0.0
333,-3.2,0.0,-3.2,0.0
334,-3.198,0.0,-3.198,0.0
335,-3.196,0.0,-3.196,0.0
336,-3.194,0.0,-3.194,0.0
337,-3.192,0.0,-3.192,0.0
338,-3.19,0.0,-3.19,0.0
339,-3.188,0.0,-3.188,0.0
340,-3.186,0.0,-3.186,0.0
341,-3.184,0.0,-3.184,0.0
342,-3.182,0.0,-3.182,0.0
343,-3.18,0.0,-3.18,0.0
344,-3.178,0.0,-3.178,0.0
345,-3.176,0.0,-3.176,0.0
346,-3.174,0.0,-3.174,0.0
347,-3.172,0.0,-3.172,0.0
348,-3.17,0.0,-3.17,0.0
349,-3.168,0.0,-3.168,0.0
350,-3.166,0.0,-3.166,0.0
351,-3.164,0.0,-3.164,0.0
352,-3.162,0.0,-3.162,0.0
353,-3.16,0.0,-3.16,0.0
354,-3.1580000000000004,0.0,-3.1580000000000004,0.0
355,-3.156,0.0,-3.156,0.0
356,-3.154,0.0,-3.154,0.0
357,-3.152,0.0,-3.152,0.0
358,-3.1500000000000004,0.0,-3.1500000000000004,0.0
359,-3.148,0.0,-3.148,0.0
360,-3.146,0.0,-3.146,0.0
361,-3.144,0.0,-3.144,0.0
362,-3.1420000000000003,0.0,-3.1420000000000003,0.0
363,-3.14,0.0,-3.14,0.0
364,-3.138,0.0,-3.138,0.0
365,-3.136,0.0,-3.136,0.0
366,-3.1340000000000003,0.0,-3.1340000000000003,0.0
367,-3.132,0.0,-3.132,0.0
368,-3.13,0.0,-3.13,0.0
369,-3.128,0.0,-3.128,0.0
370,-3.1260000000000003,0.0,-3.1260000000000003,0.0
371,-3.124,0.0,-3.124,0.0
372,-3.122,0.0,-3.122,0.0
373,-3.12,0.0,-3.12,0.0
374,-3.1180000000000003,0.0,-3.1180000000000003,0.0
375,-3.116,0.0,-3.116,0.0
