,$E^{ON}$_x,$E^{ON}$_y,$I_{}^{ON}$_x,$I_{}^{ON}$_y,$I_{gly}^{OFF}$_x,$I_{gly}^{OFF}$_y
2728,1.5900000000000003,-0.018220594675950164,1.5900000000000003,-0.0034523068093701217,1.5900000000000003,0.0046986912808655995
2729,1.592,-0.018220621029036963,1.592,-0.003452185316408885,1.592,0.004698716814958467
2730,1.5939999999999999,-0.018220648561744233,1.5939999999999999,-0.003452071885181613,1.5939999999999999,0.00469874365404753
2731,1.5959999999999996,-0.01822067723462928,1.5959999999999996,-0.003451966321965476,1.5959999999999996,0.00469877175588717
2732,1.5980000000000003,-0.01822070700623585,1.5980000000000003,-0.0034518684266569184,1.5980000000000003,0.004698801076128363
2733,1.6,-0.018220737833094133,1.6,-0.0034517779927716284,1.6,0.004698831568318643
2734,1.6019999999999999,-0.018220769669720742,1.6019999999999999,-0.0034516948074445573,1.6019999999999999,0.00469886318390212
2735,1.6039999999999996,-0.018220802468618742,1.6039999999999996,-0.0034516186514299205,1.6039999999999996,0.004698895872219479
2736,1.6060000000000003,-0.018220836180277616,1.6060000000000003,-0.003451549299101183,1.6060000000000003,0.004698929580508
2737,1.608,-0.018220870753173298,1.608,-0.0034514865184510704,1.608,0.004698964253901504
2738,1.6099999999999999,-0.01822090613376815,1.6099999999999999,-0.003451430071091565,1.6099999999999999,0.004698999835430422
2739,1.6119999999999997,-0.018220942266510977,1.6119999999999997,-0.0034513797122539165,1.6119999999999997,0.004699036266021743
2740,1.6140000000000003,-0.01822097909383701,1.6140000000000003,-0.0034513351907886174,1.6140000000000003,0.004699073484499022
2741,1.616,-0.018221016556167924,1.616,-0.003451296249165431,1.616,0.004699111427582413
2742,1.6179999999999999,-0.01822105459191183,1.6179999999999999,-0.0034512626234733702,1.6179999999999999,0.0046991500298886255
2743,1.6199999999999997,-0.01822109313746327,1.6199999999999997,-0.003451234043420716,1.6199999999999997,0.0046991892239309566
2744,1.6220000000000003,-0.018221132127203228,1.6220000000000003,-0.0034512102323349947,1.6220000000000003,0.004699228940119274
2745,1.624,-0.01822117149349912,1.624,-0.0034511909071630008,1.624,0.004699269106760023
2746,1.626,-0.0182212111667048,1.626,-0.0034511757784707817,1.626,0.004699309650056223
2747,1.6279999999999997,-0.01822125107516056,1.6279999999999997,-0.003451164550443645,1.6279999999999997,0.004699350494107461
2748,1.6300000000000003,-0.018221291145193122,1.6300000000000003,-0.003451156920886156,1.6300000000000003,0.004699391560909913
2749,1.6320000000000001,-0.01822133130111565,1.6320000000000001,-0.0034511525812221354,1.6320000000000001,0.004699432770356331
2750,1.634,-0.018221371465227742,1.634,-0.003451151216494669,1.634,0.004699474040236018
2751,1.6359999999999997,-0.01822141155781543,1.6359999999999997,-0.0034511525053660917,1.6359999999999997,0.004699515286234891
2752,1.6380000000000003,-0.018221451497151188,1.6380000000000003,-0.0034511561201180027,1.6380000000000003,0.004699556421935411
2753,1.6400000000000001,-0.01822149119949392,1.6400000000000001,-0.003451161726651261,1.6400000000000001,0.004699597358816622
2754,1.642,-0.01822153057908897,1.642,-0.003451168984485973,1.642,0.004699638006254156
2755,1.6439999999999997,-0.01822156954816812,1.6439999999999997,-0.0034511775467615143,1.6439999999999997,0.004699678271520201
2756,1.6460000000000004,-0.018221608016949577,1.6460000000000004,-0.003451187060236515,1.6460000000000004,0.004699718059783545
2757,1.6480000000000001,-0.018221645893638,1.6480000000000001,-0.003451197165288862,1.6480000000000001,0.004699757274109526
2758,1.65,-0.01822168308442447,1.65,-0.0034512074959156987,1.65,0.004699795815460067
2759,1.6519999999999997,-0.018221719493486513,1.6519999999999997,-0.0034512176797334357,1.6519999999999997,0.0046998335826936785
2760,1.6540000000000004,-0.018221755022988086,1.6540000000000004,-0.003451227337977727,1.6540000000000004,0.004699870472565426
2761,1.6560000000000001,-0.018221789573079593,1.6560000000000001,-0.0034512360855034965,1.6560000000000001,0.004699906379726962
2762,1.658,-0.018221823041897855,1.658,-0.0034512435307849226,1.658,0.004699941196726516
2763,1.6599999999999997,-0.018221855325566146,1.6599999999999997,-0.0034512492759154433,1.6599999999999997,0.004699974814008891
2764,1.6620000000000004,-0.01822188631819417,1.6620000000000004,-0.00345125291660775,1.6620000000000004,0.0047000071199154655
2765,1.6640000000000001,-0.018221915911878064,1.6640000000000001,-0.0034512540421937944,1.6640000000000001,0.0047000380006841855
2766,1.666,-0.018221943996700407,1.666,-0.003451252235624789,1.666,0.0047000673404495805
2767,1.6679999999999997,-0.01822197046073021,1.6679999999999997,-0.003451247073471199,1.6679999999999997,0.004700095021242766
2768,1.6700000000000004,-0.018221995190022922,1.6700000000000004,-0.003451238125922757,1.6700000000000004,0.004700120922991401
2769,1.6720000000000002,-0.01822201806862043,1.6720000000000002,-0.003451224956788443,1.6720000000000002,0.004700144923519757
2770,1.674,-0.01822203897855105,1.674,-0.003451207123496499,1.674,0.004700166898548658
2771,1.6759999999999997,-0.01822205779982954,1.6759999999999997,-0.003451184177094429,1.6759999999999997,0.004700186721695511
2772,1.6780000000000004,-0.018222074410457093,1.6780000000000004,-0.0034511556622489926,1.6780000000000004,0.004700204264474289
2773,1.6800000000000002,-0.018222088686421344,1.6800000000000002,-0.0034511211172462038,1.6800000000000002,0.004700219396295557
2774,1.682,-0.018222100501696353,1.682,-0.003451080073991336,1.682,0.004700231984466445
2775,1.6839999999999997,-0.01822210972824262,1.6839999999999997,-0.0034510320580089272,1.6839999999999997,0.00470024189419066
2776,1.6860000000000004,-0.018222116236007085,1.6860000000000004,-0.0034509765884427647,1.6860000000000004,0.004700248988568488
2777,1.6880000000000002,-0.018222119892923126,1.6880000000000002,-0.0034509131780558998,1.6880000000000002,0.0047002531285967805
2778,1.69,-0.018222120564910543,1.69,-0.0034508413332306406,1.69,0.00470025417316898
2779,1.6919999999999997,-0.018222118115875593,1.6919999999999997,-0.0034507605539685487,1.6919999999999997,0.004700251979075087
2780,1.6940000000000004,-0.018222112407710947,1.6940000000000004,-0.0034506703338904494,1.6940000000000004,0.004700246401001688
2781,1.6960000000000002,-0.018222103300295733,1.6960000000000002,-0.0034505701602364283,1.6960000000000002,0.00470023729153194
2782,1.698,-0.0182220906514955,1.698,-0.003450459513865821,1.698,0.004700224501145593
2783,1.6999999999999997,-0.018222074317162242,1.6999999999999997,-0.003450337869257223,1.6999999999999997,0.00470020787821894
2784,1.7020000000000004,-0.01822205415113438,1.7020000000000004,-0.0034502046945084977,1.7020000000000004,0.00470018726902488
2785,1.7040000000000002,-0.018222029938243282,1.7040000000000002,-0.0034500596843140864,1.7040000000000002,0.0047001625009632855
2786,1.706,-0.018221999736479182,1.706,-0.0034499090947267518,1.706,0.004700133033398786
2787,1.7079999999999997,-0.018221962930990727,1.7079999999999997,-0.0034497560532250303,1.7079999999999997,0.00470009882971098
2788,1.7100000000000004,-0.018221919820625137,1.7100000000000004,-0.0034496007290837766,1.7100000000000004,0.004700060107309459
2789,1.7120000000000002,-0.018221870700176425,1.7120000000000002,-0.0034494432891864248,1.7120000000000002,0.004700017080654956
2790,1.714,-0.0182218158603854,1.714,-0.003449283898024992,1.714,0.00469996996125932
2791,1.7159999999999997,-0.01822175558793967,1.7159999999999997,-0.0034491227177000892,1.7159999999999997,0.0046999189576855255
2792,1.7180000000000004,-0.018221690165473623,1.7180000000000004,-0.0034489599079208996,1.7180000000000004,0.004699864275547673
2793,1.7200000000000002,-0.01822161987156846,1.7200000000000002,-0.0034487956260052,1.7200000000000002,0.004699806117511002
2794,1.722,-0.01822154498075217,1.722,-0.0034486300268793506,1.722,0.004699744683291852
2795,1.7239999999999998,-0.01822146576349953,1.7239999999999998,-0.0034484632630782976,1.7239999999999998,0.004699680169657709
2796,1.7260000000000004,-0.018221382486232122,1.7260000000000004,-0.0034482954847455637,1.7260000000000004,0.004699612770427179
2797,1.7280000000000002,-0.01822129541131832,1.7280000000000002,-0.003448126839633265,1.7280000000000002,0.004699542676469985
2798,1.73,-0.01822120479707329,1.73,-0.0034479574731021007,1.73,0.0046994700757069865
2799,1.7319999999999998,-0.018221110897758998,1.7319999999999998,-0.003447787528121353,1.7319999999999998,0.0046993951531101655
2800,1.7340000000000004,-0.018221013963584196,1.7340000000000004,-0.0034476171452688872,1.7340000000000004,0.00469931809070262
2801,1.7360000000000002,-0.018220914240704437,1.7360000000000002,-0.0034474464627311623,1.7360000000000002,0.0046992390675585916
2802,1.738,-0.018220811971222075,1.738,-0.0034472756163032095,1.738,0.004699158259803438
2803,1.7399999999999998,-0.018220707393186247,1.7399999999999998,-0.003447104739388654,1.7399999999999998,0.004699075840613631
2804,1.7420000000000004,-0.018220600740592893,1.7420000000000004,-0.0034469339629997,1.7420000000000004,0.004698991980216789
2805,1.7440000000000002,-0.01822049224338474,1.7440000000000002,-0.003446763415757139,1.7440000000000002,0.004698906845891637
2806,1.746,-0.018220382127451324,1.746,-0.0034465932238903485,1.746,0.004698820601968037
2807,1.7479999999999998,-0.018220270614628963,1.7479999999999998,-0.0034464235112372926,1.7479999999999998,0.0046987334098269815
2808,1.7500000000000004,-0.018220157922700767,1.7500000000000004,-0.0034462543992445117,1.7500000000000004,0.0046986454279005704
2809,1.7520000000000002,-0.01822004426539666,1.7520000000000002,-0.0034460860069671397,1.7520000000000002,0.004698556811672042
2810,1.754,-0.01821992985239334,1.754,-0.0034459184510688932,1.754,0.004698467713675762
2811,1.7559999999999998,-0.018219814889314314,1.7559999999999998,-0.0034457518458220655,1.7559999999999998,0.004698378283497208
2812,1.7580000000000005,-0.018219699577729873,1.7580000000000005,-0.00344558630310755,1.7580000000000005,0.0046982886677729985
2813,1.7600000000000002,-0.018219584115157117,1.7600000000000002,-0.003445421932414809,1.7600000000000002,0.004698199010190869
2814,1.762,-0.018219468695059925,1.762,-0.0034452588408419027,1.762,0.004698109451489685
