,12_x,12_y,5_x,5_y
0,170.0,0.7291755539112704,170.0,0.722904179229637
1,120.0,0.6513670209915244,120.0,0.6536809599851581
2,100.0,0.5854039486558829,100.0,0.6095889882187443
3,80.0,0.5470883159896415,80.0,0.562788231542067
4,60.0,0.4759938179187129,60.0,0.49176666876443387
