,_RG_fixed_x,_RG_fixed_y
902,-2.0620000000000003,0.0
903,-2.06,0.0
904,-2.058,0.0
905,-2.056,0.0
906,-2.0540000000000003,0.0
907,-2.052,0.0
908,-2.05,0.0
909,-2.048,0.0
910,-2.0460000000000003,0.0
911,-2.044,0.0
912,-2.042,0.0
913,-2.04,0.0
914,-2.0380000000000003,0.0
915,-2.036,0.0
916,-2.034,0.0
917,-2.032,0.0
918,-2.0300000000000002,0.0
919,-2.028,0.0
920,-2.026,0.0
921,-2.024,0.0
922,-2.0220000000000002,0.0
923,-2.02,0.0
924,-2.018,0.0
925,-2.016,0.0
926,-2.0140000000000002,0.0
927,-2.012,0.0
928,-2.01,0.0
929,-2.008,0.0
930,-2.0060000000000002,0.0
931,-2.004,0.0
932,-2.002,0.0
933,-2.0,0.0
934,-1.998,0.0
935,-1.996,0.0
936,-1.994,0.0
937,-1.992,0.0
938,-1.99,0.0
939,-1.988,0.0
940,-1.986,0.0
941,-1.984,0.0
942,-1.982,0.0
943,-1.98,0.0
944,-1.978,0.0
945,-1.976,0.0
946,-1.974,0.0
947,-1.972,0.0
948,-1.97,0.0
949,-1.968,0.0
950,-1.966,0.0
951,-1.964,0.0
952,-1.962,0.0
953,-1.96,0.0
954,-1.958,0.0
955,-1.956,0.0
956,-1.954,0.0
957,-1.952,0.0
958,-1.95,0.0
959,-1.948,0.0
960,-1.9460000000000002,0.0
961,-1.9440000000000002,0.0
962,-1.9420000000000002,0.0
963,-1.9400000000000002,0.0
964,-1.9380000000000002,0.0
965,-1.9360000000000002,0.0
966,-1.9340000000000002,0.0
967,-1.9320000000000002,0.0
968,-1.9300000000000002,0.0
969,-1.9280000000000002,0.0
970,-1.9260000000000002,0.0
971,-1.9240000000000002,0.0
972,-1.9220000000000002,0.0
973,-1.9200000000000002,0.0
974,-1.9180000000000001,0.0
975,-1.9160000000000001,0.0
976,-1.9140000000000001,0.0
977,-1.9120000000000001,0.0
978,-1.9100000000000001,0.0
979,-1.9080000000000001,0.0
980,-1.9060000000000001,0.0
981,-1.9040000000000001,0.0
982,-1.9020000000000001,0.0
983,-1.9000000000000001,0.0
984,-1.8980000000000001,0.0
985,-1.8960000000000001,0.0
986,-1.8940000000000001,0.0
987,-1.8920000000000001,0.0
988,-1.8900000000000001,0.0
989,-1.8880000000000001,0.0
990,-1.8860000000000001,0.0
991,-1.8840000000000001,0.0
992,-1.8820000000000001,0.0
993,-1.8800000000000001,0.0
994,-1.8780000000000001,0.0
995,-1.8760000000000001,0.0
996,-1.874,0.0
997,-1.872,0.0
998,-1.87,0.0
999,-1.868,0.0
1000,-1.866,0.0
1001,-1.8639999999999999,0.0
1002,-1.862,0.0
1003,-1.8599999999999999,0.0
1004,-1.858,0.0
1005,-1.8559999999999999,0.0
1006,-1.854,0.0
1007,-1.8519999999999999,0.0
1008,-1.85,0.0
1009,-1.8479999999999999,0.0
1010,-1.846,0.0
1011,-1.8439999999999999,0.0
1012,-1.842,0.0
1013,-1.8399999999999999,0.0
1014,-1.838,0.0
1015,-1.8359999999999999,0.0
1016,-1.834,0.0
1017,-1.8319999999999999,0.0
1018,-1.83,0.0
1019,-1.8279999999999998,0.0
1020,-1.826,0.0
1021,-1.8239999999999998,0.0
1022,-1.822,0.0
1023,-1.8199999999999998,0.0
1024,-1.818,0.0
1025,-1.8160000000000003,0.0
1026,-1.814,0.0
1027,-1.8120000000000003,0.0
1028,-1.81,0.0
1029,-1.8080000000000003,0.0
1030,-1.806,0.0
1031,-1.8040000000000003,0.0
1032,-1.802,0.0
1033,-1.8000000000000003,0.0
1034,-1.798,0.0
1035,-1.7960000000000003,0.0
1036,-1.794,0.0
1037,-1.7920000000000003,0.0
1038,-1.79,0.0
1039,-1.7880000000000003,0.0
1040,-1.786,0.0
1041,-1.7840000000000003,0.0
1042,-1.782,0.0
1043,-1.7800000000000002,0.0
1044,-1.778,0.0
1045,-1.7760000000000002,0.0
1046,-1.774,0.0
1047,-1.7720000000000002,0.0
1048,-1.77,0.0
1049,-1.7680000000000002,0.0
1050,-1.766,0.0
1051,-1.7640000000000002,0.0
1052,-1.762,0.0
1053,-1.7600000000000002,0.0
1054,-1.758,0.0
1055,-1.7560000000000002,0.0
1056,-1.754,0.0
1057,-1.7520000000000002,0.0
1058,-1.75,0.0
1059,-1.7480000000000002,0.0
1060,-1.746,0.0
1061,-1.7440000000000002,0.0
