,control_x,control_y,duration_x,duration_y,intensity_x,intensity_y
330,-0.05999999999999961,0.0,-0.07999999999999963,0.0,-0.05999999999999961,0.0
331,-0.04999999999999982,0.0,-0.06999999999999984,0.0,-0.04999999999999982,0.0
332,-0.03999999999999959,0.0,-0.05999999999999961,0.0,-0.03999999999999959,0.0
333,-0.029999999999999805,0.0,-0.04999999999999982,0.0,-0.029999999999999805,0.0
334,-0.020000000000000018,0.0,-0.040000000000000036,0.0,-0.020000000000000018,0.0
335,-0.009999999999999787,0.0,-0.029999999999999805,0.0,-0.009999999999999787,0.0
336,0.0,0.0,-0.020000000000000018,0.0,0.0,0.0
337,0.010000000000000231,0.0,-0.009999999999999787,0.0,0.010000000000000231,0.0
338,0.020000000000000018,0.0,0.0,0.0,0.020000000000000018,0.0
339,0.03000000000000025,0.0,0.010000000000000231,0.0,0.03000000000000025,0.0
340,0.040000000000000036,0.0,0.020000000000000018,0.0,0.040000000000000036,0.0
341,0.050000000000000266,0.0,0.03000000000000025,0.0,0.050000000000000266,0.0
342,0.06000000000000005,0.0,0.040000000000000036,0.0,0.06000000000000005,0.0
343,0.07000000000000028,0.0,0.050000000000000266,0.0,0.07000000000000028,0.0
344,0.08000000000000007,0.0,0.06000000000000005,0.0,0.08000000000000007,0.0
345,0.0900000000000003,0.0,0.07000000000000028,0.0,0.0900000000000003,0.0
346,0.10000000000000009,0.0,0.08000000000000007,3.333333333333333,0.10000000000000009,0.0
347,0.11000000000000032,0.0,0.0900000000000003,6.666666666666666,0.11000000000000032,0.0
348,0.1200000000000001,3.333333333333333,0.10000000000000009,13.333333333333332,0.1200000000000001,3.333333333333333
349,0.13000000000000034,6.666666666666666,0.11000000000000032,20.0,0.13000000000000034,6.666666666666666
350,0.14000000000000012,13.333333333333332,0.1200000000000001,33.33333333333333,0.14000000000000012,10.0
351,0.15000000000000036,20.0,0.13000000000000034,46.666666666666664,0.15000000000000036,16.666666666666664
352,0.16000000000000014,30.0,0.14000000000000012,63.33333333333333,0.16000000000000014,23.333333333333332
353,0.17000000000000037,43.333333333333336,0.15000000000000036,73.33333333333333,0.17000000000000037,30.0
354,0.18000000000000016,53.33333333333333,0.16000000000000014,83.33333333333333,0.18000000000000016,36.666666666666664
355,0.1900000000000004,60.0,0.17000000000000037,83.33333333333333,0.1900000000000004,43.333333333333336
356,0.20000000000000018,63.33333333333333,0.18000000000000016,80.0,0.20000000000000018,46.666666666666664
357,0.2100000000000004,63.33333333333333,0.1900000000000004,70.0,0.2100000000000004,46.666666666666664
358,0.2200000000000002,56.666666666666664,0.20000000000000018,60.0,0.2200000000000002,43.333333333333336
359,0.22999999999999998,46.666666666666664,0.20999999999999996,46.666666666666664,0.22999999999999998,36.666666666666664
360,0.2400000000000002,36.666666666666664,0.2200000000000002,33.33333333333333,0.2400000000000002,30.0
361,0.25,26.666666666666664,0.22999999999999998,23.333333333333332,0.25,20.0
362,0.26000000000000023,16.666666666666664,0.2400000000000002,13.333333333333332,0.26000000000000023,13.333333333333332
363,0.27,10.0,0.25,10.0,0.27,10.0
364,0.28000000000000025,6.666666666666666,0.26000000000000023,3.333333333333333,0.28000000000000025,3.333333333333333
365,0.29000000000000004,3.333333333333333,0.27,3.333333333333333,0.29000000000000004,3.333333333333333
366,0.30000000000000027,0.0,0.28000000000000025,0.0,0.30000000000000027,0.0
367,0.31000000000000005,0.0,0.29000000000000004,0.0,0.31000000000000005,0.0
368,0.3200000000000003,0.0,0.30000000000000027,0.0,0.3200000000000003,0.0
369,0.33000000000000007,0.0,0.31000000000000005,0.0,0.33000000000000007,0.0
370,0.3400000000000003,0.0,0.3200000000000003,0.0,0.3400000000000003,0.0
371,0.3500000000000001,0.0,0.33000000000000007,0.0,0.3500000000000001,0.0
372,0.3600000000000003,0.0,0.3400000000000003,0.0,0.3600000000000003,0.0
373,0.3700000000000001,0.0,0.3500000000000001,0.0,0.3700000000000001,0.0
